	Antisense.PfBloodR1	Antisense.PfBloodR2	Sense.PfBloodR1	Sense.PfBloodR2	Antisense.PfOocystR1	Antisense.PfOocystR2	Sense.PfOocystR1	Sense.PfOocystR2	Antisense.PfSporozoiteR1	Antisense.PfSporozoiteR2	Sense.PfSporozoiteR1	Sense.PfSporozoiteR2
PF3D7_0615300	5.50875915822738	6.52540121070903	4.01000894191476	5.03695317433472	1.78382647708485	2.83813987165856	4.41825931440264	4.94297259079468	0.293068800494026	0.0290333594008652	3.11801960539583	2.8278200064624
PF3D7_0615400	2.50875915816401	3.54050810317755	6.83686003975441	7.09199453795849	4.95375147848061	4.63332007961277	8.48075524040563	8.53715362149443	4.29306880078839	4.93592395453807	8.0408517447145	8.29813994130966
PF3D7_0615600	1.50875915816401	1.95554560245639	6.94860839732848	6.15980992206197	3.8993036939569	3.21010864889879	7.13707756151694	7.35105732923464	4.8166307569094	4.35096145358125	10.4872534148364	9.95710302343639
PF3D7_0615800	2.09372165905416	2.95554560245639	3.52458211510269	4.45199067339385	1.78382647708485	2.33563953111256	5.53373653192638	5.41245787425224	0.293068800494026	1.02903335869389	5.99248872335729	5.63517492869417
PF3D7_0615900	2.83068725315276	4.54050810317755	3.42504644074587	4.54510007790892	3.78382647750383	3.50556453258663	6.30903024476919	6.3510573295881	4.10042372305626	4.19895836037186	9.71296619467242	10.1285538788504
PF3D7_0616600	2.83068725315276	2.76290052451399	5.29011686094947	6.35245500005481	2.19886397615421	1.75067703053431	5.61465652730429	5.74237875978085	1.29306880108276	3.02903335887063	3.11801960539583	4.827820006564
PF3D7_0617800	5.2091988763441	5.62797094428202	10.4631815698662	11.7253200602372	5.4083173417322	5.1769417850071	11.185892044919	11.2142560336947	2.2930688007884	0.0290333594008652	9.78098461815762	9.68994073196953
PF3D7_0617900	5.31611408014918	6.5702554465716	9.06684016428853	10.1616489215265	6.53871397920177	6.61486317501747	10.2917034274935	10.352363527291	6.17571185027497	5.6139958596507	11.5060368909419	11.0694059931539
PF3D7_0618100	0.508759158670988	0.955545602456389	3.52458211510269	5.37799009219292	1.19886397615421	1.75067703053431	5.32514991001116	5.2312175596141	0.293068800494026	0.0290333594008652	1.53305710467467	1.24285750553805
PF3D7_0618300	2.09372165905416	1.95554560245639	8.24704813926988	5.73492463674661	4.00621889794247	3.70487334076906	9.18864791018871	9.0320665175736	0.293068800494026	1.6139958596507	5.11801960547892	4.94329722410116
PF3D7_0619200	0.508759158670988	-0.0444543975436109	6.42504644108167	5.98804357379317	0.198863976782672	2.33563953111256	5.85566462687603	5.92201297221623	2.2930688007884	2.83638828085249	9.13296994689778	9.31967310283723
PF3D7_0619300	4.09372165905416	4.95554560245639	7.83686003975441	8.61924154060754	5.15306028676409	4.2101086487429	5.61465652730429	5.46170139324481	4.38053164195215	4.72947307688936	7.59914629533334	7.60040951079546
PF3D7_0619400	1.50875915816401	1.95554560245639	7.57188782963841	7.00453169637768	3.00621889830159	3.45111674890625	9.19961902817266	9.33065856486183	0.293068800494026	0.0290333594008652	6.1769132945491	4.827820006564
PF3D7_0619800	1.50875915816401	0.955545602456389	5.14125347497888	4.54510007790892	4.59118139896289	4.0360792491877	6.04275017945633	6.06271183518915	4.10042372305626	2.35096145372265	5.92537452747717	5.33032034718283
PF3D7_0621700	1.50875915816401	-0.0444543975436109	4.20265401974522	5.67438309501279	2.78382647708485	3.27423898638629	6.84452406910474	6.8424457152904	1.29306880108276	2.35096145372265	5.85498519956204	6.24285750584284
PF3D7_0622200	2.50875915816401	-0.0444543975436109	6.67297395397738	4.79302759112484	3.19886397631132	3.5580319521632	7.16421369146082	7.07542288676073	0.293068800494026	0.0290333594008652	1.53305710467467	1.24285750553805
PF3D7_0622700	3.31611408029404	3.54050810317755	3.78761652072755	3.0045316966024	1.78382647708485	-0.249322969894402	3.74018740929	2.41245787425224	1.29306880108276	1.02903335869389	5.11801960547892	5.76641946183359
PF3D7_0622800	2.83068725315276	2.76290052451399	8.93736363992324	7.51088436284291	4.78382647698011	4.1769417850071	8.83611182928854	8.70093948586446	4.87803130150955	5.64374320299666	11.3012414293556	11.5815938882461
PF3D7_0622900	3.31611408029404	2.54050810317755	7.89381592452578	6.14501292011516	1.19886397615421	1.07260512533593	5.94182127069435	6.19090010441107	2.61499689585238	2.35096145372265	8.62051994598366	8.85018781955338
PF3D7_0623100	5.36674015334402	3.95554560245639	6.99273095034267	6.53378476466649	3.36878897822498	3.21010864889879	7.46265343376109	7.09428191459552	2.87803130160767	2.83638828085249	4.85498519956204	5.99774500794987
PF3D7_0623800	4.67868415977531	1.54050810317755	9.03131944799999	5.06866203410028	3.19886397631132	3.27423898638629	7.48434850486041	7.16437381017776	1.29306880108276	1.02903335869389	5.92537452747717	5.827820006564
PF3D7_0624000	2.83068725315276	2.27747369734375	8.620506534764	6.67438309529529	2.52079207116726	2.4511167483786	8.28450792582227	8.286926992076	0.293068800494026	1.02903335869389	8.10291271297938	8.61789693731829
PF3D7_0624600	3.50875915791051	2.76290052451399	8.5094752223166	7.97555262970879	3.19886397631132	2.07260512533593	6.78749312450368	6.71420808680122	4.19995939649504	3.35096145428823	9.81845932365196	9.47167619623712
PF3D7_0626000	4.09372165905416	4.59940179193355	7.01857095582087	7.68975832091768	2.19886397615421	3.65756762628574	5.29272843256415	5.5734497508993	2.87803130160767	3.72947307688936	6.95932185917968	7.47167619623712
PF3D7_0626400	2.09372165905416	2.95554560245639	5.86561903234394	7.08425888895715	2.19886397615421	1.55803195240818	6.02312137263545	5.92903340003261	3.29306880093558	3.19895836037186	9.58290565424751	9.37728382611258
PF3D7_0626800	4.09372165905416	1.95554560245639	10.2723275477795	6.95449101357406	2.52079207116726	2.92060203173845	8.64386844866308	8.38973779773065	0.293068800494026	1.6139958596507	9.3468382959471	9.25966579359412
PF3D7_0627100	4.83068725305137	3.86243619756896	8.50033456826639	8.40308107310042	3.65829559541997	3.14299445312934	7.78749312450368	7.61322027962943	3.29306880093558	4.11649620031851	9.66748342500382	9.81650469329216
PF3D7_0627300	3.09372165888516	3.27747369734375	7.23974333849237	7.02083350917389	3.36878897822498	3.14299445312934	7.24268774950165	7.39481771510937	5.15104979606823	5.2769608722491	11.5344652990796	11.3811293061543
PF3D7_0627700	3.09372165888516	1.95554560245639	8.16072333908395	7.08425888895715	3.36878897822498	3.07260512516445	8.09068465637414	7.86275269850852	2.2930688007884	2.02903335869389	7.51033702819833	7.49078501936664
PF3D7_0628200	3.83068725355835	3.54050810317755	8.23240136299536	7.50510201008372	3.52079207167003	2.99860454381995	7.93658462248609	7.96192169362182	0.293068800494026	1.02903335869389	7.64158156137337	7.45231087118347
PF3D7_0628300	2.83068725315276	3.65598532002523	8.03131944827571	7.30665131074924	2.52079207116726	3.39453321953735	7.78749312450368	7.75626046865672	6.33746292028065	5.6139958596507	6.81845932301284	6.99774500817564
PF3D7_0628600	2.83068725315276	-0.0444543975436109	5.68378070944675	5.13006257883607	2.19886397615421	2.4511167483786	6.37245562496364	6.14339968067163	0.293068800494026	1.02903335869389	1.53305710467467	2.24285750584284
PF3D7_0628700	3.09372165888516	4.54050810317755	2.78761652051861	3.0045316966024	4.00621889794247	2.92060203173845	6.06211550439329	4.60008487732887	3.75250041902428	3.93592395406675	7.28794460659812	6.52825972466601
PF3D7_0629100	0.508759158670988	1.54050810317755	6.4121073854377	5.32645979148976	1.19886397615421	1.07260512533593	4.64065173593187	5.28692699216838	0.293068800494026	0.0290333594008652	4.70298210606159	5.33032034718283
PF3D7_0629700	3.67868415977531	2.27747369734375	7.3591585052275	6.89382823229544	3.78382647750383	2.92060203173845	6.3410914539395	6.73438596913961	3.46299380206717	4.2769608722491	9.73762824891543	9.78588932608582
PF3D7_0629800	2.50875915816401	2.27747369734375	6.06063501495385	5.84888082618772	1.19886397615421	2.07260512533593	5.0032218151238	5.06271183518915	2.61499689585238	3.19895836037186	8.54428436028729	8.47167619623712
PF3D7_0630600	1.50875915816401	2.27747369734375	6.7157236023449	6.97136483262539	3.36878897822498	2.55803195240818	6.46265343392467	6.54631362088413	3.61499689538139	3.02903335887063	8.76187579533673	7.98432449228672
PF3D7_0632500	1.50875915816401	-0.0444543975436109	4.52458211447588	3.24553979607854	0.198863976782672	-1.24932296817954	2.15522490878477	0.242532873216415	2.2930688007884	1.6139958596507	6.34041202669667	5.5647856007302
PF3D7_0703500	4.31611408014918	3.1254706038987	9.70249990673752	8.88939598585326	4.19886397599709	4.0360792491877	9.4050494573269	9.15617030068835	3.87803130200017	3.6139958596507	11.0269125539162	10.7084239104863
PF3D7_0703600	2.83068725315276	3.86243619756896	4.66208563816883	5.40308107318566	4.52079207104157	3.33563953082675	4.22561423646024	4.65192380870852	4.10042372305626	3.35096145428823	2.53305710467467	3.24285750584284
PF3D7_0703900	5.09372165905416	4.59940179193355	7.51250928207522	6.6431321608469	8.43248365316655	7.84607405297653	10.3150962449697	9.34056495560727	8.21193203795351	8.00057691305871	11.4534099600326	11.6222358730834
PF3D7_0704000	1.50875915816401	-0.0444543975436109	5.64005933194403	4.40308107284471	3.36878897822498	3.07260512516445	6.38788566558882	6.44220521756334	0.293068800494026	0.0290333594008652	5.62051994583704	5.5647856007302
PF3D7_0704100	4.41564975394152	5.44739869862075	8.10954461509257	9.68848329186432	2.19886397615421	1.07260512533593	4.92075965509059	3.91495821454232	3.29306880093558	2.6139958596507	8.46379444216401	8.25408476127791
PF3D7_0704600	4.90107658111176	4.20347311550844	8.81244837351851	8.48173801674754	3.65829559541997	4.2101086487429	7.81629038858916	8.09584242819163	4.19995939649504	5.02903335878226	10.4988413898353	10.4860314891498
PF3D7_0704700	1.50875915816401	1.54050810317755	3.93961961344132	4.06866203410028	4.78382647698011	3.39453321953735	5.53373653192638	5.30862206332837	3.75250041902428	4.02903335922412	5.99248872335729	6.52825972466601
PF3D7_0705500	4.75668667142081	2.76290052451399	8.70249990691067	7.62191567534884	0.198863976782672	2.83813987165856	6.43320965609121	6.80477529657935	3.99350851926914	4.02903335922412	10.0526933574187	9.82028633387061
PF3D7_0707420	0.508759158670988	2.95554560245639	8.56313535544489	8.64313216077472	3.00621889830159	3.65756762628574	5.64065173593187	5.96363206153638	3.75250041902428	3.19895836037186	7.05661906101346	6.82782000631
PF3D7_0707700	3.67868415977531	3.1254706038987	7.37257902127459	7.13755711559645	4.36878897752669	3.65756762628574	7.23417625028308	7.41496038150473	4.29306880078839	4.72947307688936	9.98014033041152	9.71859093682636
PF3D7_0708000	1.50875915816401	4.20347311550844	6.30419204627575	7.6692213900327	3.00621889830159	2.65756762582844	6.3410914539395	6.60008487732887	0.293068800494026	1.02903335869389	3.85498520006055	1.24285750553805
PF3D7_0708400	4.96819077666304	4.47910755818996	10.5849177774209	9.68337187807511	5.69071707255371	5.53203674378615	11.9293530529857	11.9761837896134	1.87803130160767	3.35096145428823	9.84139613493517	10.2343793516221
PF3D7_0709100	6.7375778481529	6.64204612956738	11.6351959203024	12.0806184755796	6.17614389968405	5.30526588196567	8.42948656982589	7.50931941361041	6.22380613842367	5.52088645510212	9.38480614611447	9.05663869695828
PF3D7_0709300	0.508759158670988	0.955545602456389	5.29011686094947	5.09968892975749	3.00621889830159	1.92060203173845	5.61465652730429	6.04988779479495	2.87803130160767	2.35096145372265	4.53305710455004	4.827820006564
PF3D7_0710000	2.50875915816401	2.95554560245639	5.99273095034267	6.96295259256715	3.52079207167003	2.99860454381995	5.11869903254373	5.58238287554401	1.87803130160767	1.6139958596507	5.23349682293081	4.41278250745448
PF3D7_0710100	2.50875915816401	2.27747369734375	6.33193703662303	7.35245499987825	0.198863976782672	1.92060203173845	5.04275017945633	4.98399985894515	0.293068800494026	0.0290333594008652	3.53305710517319	2.8278200064624
PF3D7_0713400	1.50875915816401	1.54050810317755	5.34561197363161	3.6325629186867	1.19886397615421	1.75067703053431	4.53373653223781	4.76609482869021	0.293068800494026	0.0290333594008652	5.53305710486162	5.7022891243416
PF3D7_0713700	0.508759158670988	3.27747369734375	5.26154770889281	5.90265208245165	1.78382647708485	0.335639531398374	5.38788566558882	5.52793509167218	2.2930688007884	1.02903335869389	8.02491020094896	7.47167619623712
PF3D7_0715200	5.46295546850182	6.25932635053933	9.69850904663022	10.8333894197457	1.19886397615421	1.33563953082675	5.1552249087038	5.45198623821916	1.29306880108276	2.02903335869389	7.64158156137337	7.66912226079303
PF3D7_0716300	3.09372165888516	3.76290052451399	5.86561903234394	6.99631118933516	6.73802278694463	6.25847167058696	9.80627659990891	9.66879762750021	2.2930688007884	1.6139958596507	6.70298210633855	6.52825972466601
PF3D7_0716800	0.508759158670988	1.54050810317755	7.0439562736715	5.75455344352117	4.00621889794247	2.21010864889879	8.25114932856738	7.93253084386521	0.293068800494026	0.0290333594008652	3.53305710517319	3.564785601035
PF3D7_0716900	5.36674015334402	6.41497722109369	5.20265401974522	5.49929638823599	1.19886397615421	2.4511167483786	5.53373653192638	4.97045332729643	1.87803130160767	2.02903335869389	3.53305710517319	2.24285750584284
PF3D7_0717300	2.09372165905416	2.27747369734375	6.48805623862756	5.86702817291988	2.19886397615421	0.335639531398374	5.7401874095599	5.54631362103849	2.61499689585238	1.6139958596507	8.45192034195339	8.3408895887255
PF3D7_0717400	0.508759158670988	1.95554560245639	5.52458211447588	4.13006257883607	0.198863976782672	0.750677030105598	5.38788566558882	5.46170139324481	2.61499689585238	1.02903335869389	7.41570015385908	7.24285750622383
PF3D7_0717500	2.50875915816401	5.54050810317755	7.93510413269314	8.8737750051225	2.19886397615421	2.33563953111256	5.81057673743845	5.82749537353109	4.7525004195595	5.07342747807377	10.9381985676037	10.4955229380183
PF3D7_0717600	4.31611408014918	6.31309760707447	8.61769151909752	9.95130508334554	3.36878897822498	2.07260512533593	6.44800665790686	6.36147394538722	2.61499689585238	1.02903335869389	7.89060910954809	7.26522531851961
PF3D7_0719400	2.83068725315276	4.04300844326913	6.80751607754989	7.72997542076836	3.65829559541997	3.07260512516445	6.46265343392467	6.88638906299114	3.87803130200017	3.6139958596507	7.87290710731927	7.41278250745448
PF3D7_0719600	2.09372165905416	0.955545602456389	7.87035695120458	4.63256291926831	3.52079207167003	2.83813987165856	8.54065594589151	8.49874156131405	1.87803130160767	1.02903335869389	4.99248872335729	4.7022891243416
PF3D7_0719700	3.50875915791051	-0.0444543975436109	7.62331606804417	4.18895626795555	2.78382647708485	4.1769417850071	8.13707756202941	8.45927873076613	0.293068800494026	0.0290333594008652	6.85498520006055	6.14974810134976
PF3D7_0719900	2.83068725315276	1.95554560245639	7.0689026313265	6.90265208293396	0.198863976782672	1.75067703053431	5.94182127069435	6.06271183518915	0.293068800494026	1.02903335869389	7.1180196052712	6.88671369592236
PF3D7_0720700	3.31611408029404	2.95554560245639	7.63449980677415	6.82122448376126	2.19886397615421	1.33563953082675	5.71593986322631	5.9974203749734	3.10042372288805	3.35096145428823	9.43392391277849	9.330320347138
PF3D7_0721000	3.50875915791051	2.95554560245639	5.42504644108167	5.32645979148976	1.78382647708485	3.14299445312934	5.29272843256415	5.50931941345204	3.87803130200017	3.19895836037186	7.59914629533334	6.99774500817564
PF3D7_0721300	2.09372165905416	1.54050810317755	6.50033456834607	5.58949419732356	3.19886397631132	2.83813987165856	7.47715300399601	7.28965678460891	1.87803130160767	0.0290333594008652	7.5554249174347	7.33032034736212
PF3D7_0722000	1.50875915816401	3.27747369734375	5.78761652046638	6.49929638839547	1.19886397615421	0.335639531398374	5.0032218151238	5.70196449135485	1.87803130160767	0.0290333594008652	6.53305710470583	6.41278250728515
PF3D7_0722300	6.48603908167197	5.78843561649062	8.08529706885474	8.71752758648907	5.89930369444033	4.99860454400046	7.19084881797042	6.55541582801759	5.99350851904271	5.6139958596507	9.08764595642656	9.30355343754752
PF3D7_0723300	2.50875915816401	3.65598532002523	7.92147226740944	9.07648153840853	1.19886397615421	0.335639531398374	5.78749312424249	5.8349899099727	6.8476576529984	6.56819216996156	13.4803287576739	13.1463628162504
PF3D7_0723400	2.50875915816401	1.95554560245639	6.43787048137685	5.52238000137941	3.65829559541997	3.33563953082675	6.84452406910474	6.75428552696709	3.10042372288805	4.78392086083117	7.05661906101346	7.33032034736212
PF3D7_0724000	1.50875915816401	3.27747369734375	3.31813123720132	3.79302759112484	1.19886397615421	0.335639531398374	3.00322181530373	3.14942346841845	1.29306880108276	2.6139958596507	3.53305710517319	4.41278250745448
PF3D7_0724400	0.508759158670988	0.955545602456389	4.26154770851672	4.67438309501279	0.198863976782672	0.750677030105598	4.69127780918133	4.26490068577585	1.29306880108276	1.02903335869389	4.99248872335729	4.7022891243416
PF3D7_0724700	3.09372165888516	2.95554560245639	7.29717161881616	6.11495568622036	2.78382647708485	3.39453321953735	6.87769093303994	6.58682878066321	2.2930688007884	3.35096145428823	7.08764595642656	6.28725162524748
PF3D7_0724800	0.508759158670988	1.54050810317755	4.14125347538767	5.06866203410028	1.78382647708485	2.65756762582844	6.00322181534871	5.97045332729643	4.19995939649504	4.02903335922412	9.3404120268302	8.95021663793102
PF3D7_0725000	1.50875915816401	-0.0444543975436109	3.7051543598596	4.79302759112484	2.78382647708485	2.55803195240818	5.29272843256415	4.81238848084136	2.87803130160767	2.83638828085249	6.28794460696739	6.45231087151298
PF3D7_0726000	5.03232111424306	6.24094782131864	13.2176043611748	13.8720210537461	5.4083173417322	4.07260512499296	12.5923527529974	11.6153979329409	5.24726511122275	4.55259531508902	14.16468891072	13.7955266032333
PF3D7_0726400	4.31611408014918	4.59940179193355	7.77756285611477	7.31988713737747	3.65829559541997	3.96013039550281	6.5881843159949	6.64767433533475	2.61499689585238	2.02903335869389	6.81845932301284	6.45231087151298
PF3D7_0726500	3.67868415977531	3.86243619756896	8.69183298163266	8.66663359511471	3.52079207167003	4.0360792491877	8.56121726837199	8.53370357201176	1.29306880108276	3.02903335887063	9.05661906074252	9.17359484338074
PF3D7_0727200	2.50875915816401	1.95554560245639	5.93961961391143	6.29998758009528	2.52079207116726	1.55803195240818	6.57476380018353	6.63055015807013	3.61499689538139	3.19895836037186	10.3468382963902	9.55119653604475
PF3D7_0727300	1.50875915816401	2.54050810317755	5.01000894191476	4.40308107284471	0.198863976782672	0.750677030105598	4.83329681401886	4.45198623854874	1.87803130160767	1.6139958596507	2.53305710467467	2.8278200064624
PF3D7_0727900	1.50875915816401	2.27747369734375	7.1490729796039	5.06866203410028	1.78382647708485	2.55803195240818	5.98304393333822	6.07542288697467	0.293068800494026	0.0290333594008652	5.78098461809202	5.99774500794987
PF3D7_0728000	2.09372165905416	0.955545602456389	6.58347580370496	5.03695317433472	3.19886397631132	3.39453321953735	7.93658462248609	7.7542855262989	4.10042372305626	4.19895836037186	1.53305710467467	3.24285750584284
PF3D7_0728100	2.09372165905416	4.04300844326913	6.31813123716516	7.5337847648222	3.36878897822498	3.5580319521632	6.10008335451659	6.49046038614655	3.46299380206717	3.6139958596507	7.41570015385908	7.24285750622383
PF3D7_0728600	2.09372165905416	3.54050810317755	5.82714488471654	7.16715189761311	1.19886397615421	0.335639531398374	4.0032218151238	4.14942346841845	3.10042372288805	3.35096145428823	8.45192034195339	8.36179857868695
PF3D7_0728800	2.83068725315276	2.76290052451399	4.26154770851672	4.7545534437884	3.19886397631132	2.21010864889879	5.44800665790686	4.98399985894515	1.87803130160767	0.0290333594008652	8.84594005989319	8.52825972474417
PF3D7_0729500	2.09372165905416	1.54050810317755	5.88447805974949	5.37799009219292	2.52079207116726	1.92060203173845	6.10008335451659	6.02389258618678	3.10042372288805	3.19895836037186	8.91676139722932	7.88671369531277
PF3D7_0729900	2.50875915816401	4.71043310434433	7.1875471272313	8.46694101520639	2.78382647708485	2.33563953111256	2.15522490878477	3.19672918317058	2.61499689585238	2.35096145372265	9.35960559193704	8.90106898873043
PF3D7_0730300	4.09372165905416	2.76290052451399	9.20827856900922	5.52238000137941	0.198863976782672	1.07260512533593	6.41825931457133	6.37695919301639	3.75250041902428	4.35096145358125	10.8549851994374	11.1452326206044
PF3D7_0801100	4.41564975394152	4.71043310434433	4.31813123734597	5.84888082618772	8.83910891234348	8.78272275724114	13.0918628476816	13.0493845349062	6.5218874913824	6.48846497745973	6.99248872290409	6.79744635696925
PF3D7_0801700	3.96819077666303	3.86243619756896	5.23240136299536	5.35245500005481	3.8993036939569	3.07260512516445	5.66618682813033	6.13735063608372	4.19995939649504	3.19895836037186	2.53305710467467	5.14974810134976
PF3D7_0801800	3.31611408029404	0.955545602456389	7.39905123233504	6.03695317433472	1.78382647708485	1.07260512533593	5.19084881856289	5.50931941345204	2.61499689585238	1.6139958596507	7.9424480407244	7.92935803312963
PF3D7_0802000	4.83068725305137	3.41497722041739	8.3111784766483	5.84888082618772	5.52079207104157	5.39453322022329	9.1210091933173	9.02307264011782	4.54099631461931	3.8363882806505	9.7425104702632	9.6522484418909
PF3D7_0802600	3.67868415977531	4.04300844326913	5.01000894191476	5.61118926844971	7.79132101359487	7.11699924409159	9.22561423670123	7.87915749312889	7.59684954913318	7.49663890865307	10.4459464411549	10.7466832434482
PF3D7_0803500	0.508759158670988	1.54050810317755	5.0439562736715	3.54510007852689	0.198863976782672	1.07260512533593	4.22561423646024	4.60008487732887	1.29306880108276	2.35096145372265	6.43994770028319	7.49078501936664
PF3D7_0803600	0.508759158670988	1.54050810317755	6.10954461540597	4.63256291926831	3.8993036939569	3.27423898638629	5.92075965509059	6.07542288697467	4.46299380206717	4.19895836037186	6.28794460696739	6.33032034700354
PF3D7_0804000	2.09372165905416	2.27747369734375	6.20265401974522	5.77391876841304	0.198863976782672	2.99860454381995	6.72811457653581	6.79327965803058	0.293068800494026	1.6139958596507	6.57745122407845	6.52825972466601
PF3D7_0804500	4.75668667142081	4.59940179193355	8.39905123233504	9.13381471354736	3.65829559541997	4.45111674824669	7.52678377118081	7.52098233057876	3.61499689538139	3.6139958596507	7.41570015385908	7.30894669636885
PF3D7_0804700	5.41564975394152	5.71043310461986	8.75979857626421	10.0794029598973	7.09368173998499	6.16852954524221	8.9855816561778	8.2551574116081	6.55985534154064	6.75695381380399	10.4901591466954	11.3169989685134
PF3D7_0804900	3.09372165888516	2.76290052451399	6.09342494991123	5.42774312744882	2.78382647708485	1.33563953082675	4.58818431584495	4.63485029558869	1.29306880108276	0.0290333594008652	7.14776694847449	6.7022891243416
PF3D7_0806000	1.50875915816401	1.54050810317755	4.7876165202052	5.45199067339385	1.19886397615421	2.07260512533593	5.32514991001116	5.40240420938934	0.293068800494026	2.35096145372265	5.43994770044936	5.99774500794987
PF3D7_0806300	2.50875915816401	1.95554560245639	4.93961961391143	6.0208335089517	2.78382647708485	1.92060203173845	2.6406517358162	3.14942346841845	0.293068800494026	1.6139958596507	5.62051994583704	6.7022891243416
PF3D7_0806600	2.09372165905416	2.95554560245639	6.31813123716516	6.1889562677578	0.198863976782672	-1.24932296817954	1.83329681381643	2.0498877947514	0.293068800494026	1.02903335869389	5.85498519956204	7.28725162506275
PF3D7_0806800	4.75668667142081	3.65598532002523	7.98837892571056	7.1817246981203	5.05684497147682	4.7506770301056	8.42575385122925	8.30322880445181	6.8322276119439	6.65838997879492	12.1669605140574	12.2308320302583
PF3D7_0807300	0.508759158670988	3.41497722041739	6.17228037065169	4.79302759112484	1.19886397615421	1.55803195240818	6.00322181534871	5.96363206153638	2.2930688007884	2.02903335869389	1.53305710467467	4.24285750584284
PF3D7_0807800	3.09372165888516	3.86243619756896	6.58347580370496	6.52238000137941	3.78382647750383	3.79507114920422	7.67250060201415	7.48332420520704	2.61499689585238	3.02903335887063	8.63108918762428	8.08834755672096
PF3D7_0808200	1.50875915816401	1.95554560245639	3.61769151902406	5.61118926844971	1.19886397615421	1.33563953082675	5.64065173593187	6.23688630962097	6.92242542129915	6.59888896713646	12.8740198690252	12.7600347584591
PF3D7_0808300	2.50875915816401	3.27747369734375	6.06063501495385	6.93741750089367	1.78382647708485	3.5580319521632	6.13707756192692	6.51865727805794	2.2930688007884	2.02903335869389	8.24730262236453	7.45231087118347
PF3D7_0809200	4.50875915791051	4.1254706038987	8.96641967324072	9.37323656217305	0.198863976782672	0.335639531398374	5.08122432740918	4.90074435552148	2.2930688007884	3.19895836037186	8.427874868146	8.45231087159536
PF3D7_0809800	4.59622199938452	5.73690531584579	4.70515436041267	6.0208335089517	1.19886397615421	1.55803195240818	2.6406517358162	2.24253287260669	1.29306880108276	2.35096145372265	4.85498519956204	4.56478560042541
PF3D7_0809900	0.508759158670988	2.76290052451399	6.42504644108167	6.11495568622036	2.52079207116726	2.65756762582844	6.92075965532874	6.7621691253984	0.293068800494026	0.0290333594008652	5.53305710486162	5.49078501920622
PF3D7_0810300	1.50875915816401	3.65598532002523	7.60637620599982	8.91360653953535	2.52079207116726	1.33563953082675	5.0032218151238	5.19672918293456	1.29306880108276	2.83638828085249	7.99248872347059	7.66912226079303
PF3D7_0810500	0.508759158670988	2.54050810317755	4.47567251423269	4.24553979638277	1.78382647708485	2.33563953111256	5.29272843256415	6.04988779479495	0.293068800494026	0.0290333594008652	1.53305710467467	2.8278200064624
PF3D7_0810600	4.83068725305137	4.81352659732744	8.58347580378017	8.18534501439921	5.36878897787584	5.60865802552884	8.90475917633844	9.03613618196338	4.87803130150955	5.15831637594184	10.436938950618	10.4884102116541
PF3D7_0811300	4.83068725305137	3.27747369734375	9.12944417269485	7.57852307933788	3.19886397631132	2.75067703031996	6.99316815008239	7.18504737824831	4.38053164195215	4.2769608722491	10.0566190602007	9.40776443242826
PF3D7_0812400	1.50875915816401	-0.0444543975436109	7.10150729638024	7.19615176917086	3.52079207167003	2.92060203173845	8.83892136298038	8.79039137877874	3.75250041902428	3.48846497778108	6.39103809978505	6.37214052274427
PF3D7_0812600	0.508759158670988	-0.0444543975436109	5.26154770889281	5.8305022968504	1.19886397615421	1.07260512533593	4.78749312424249	5.39227999225736	1.29306880108276	2.83638828085249	7.41570015385908	7.7022891243416
PF3D7_0812900	1.50875915816401	2.76290052451399	3.20265401974522	4.29998758046148	4.19886397599709	3.5580319521632	1.83329681381643	2.32999571410809	3.99350851926914	3.6139958596507	4.85498519956204	6.10083850102296
PF3D7_0813300	1.50875915816401	2.76290052451399	7.65661050812868	6.27302053246046	3.65829559541997	3.7506770301056	8.5337365320821	8.36406639005509	1.87803130160767	0.0290333594008652	7.5554249174347	7.17359484313091
PF3D7_0813500	2.50875915816401	-0.0444543975436109	5.47567251423269	5.71502507928257	1.78382647708485	1.33563953082675	5.83329681376583	5.59126102706595	1.29306880108276	1.02903335869389	7.85498519943741	7.3721405225701
PF3D7_0815600	4.41564975394152	3.1254706038987	6.98401373305619	5.18895626756005	3.52079207167003	2.99860454381995	7.50572215565298	7.38719111582854	0.293068800494026	1.02903335869389	2.53305710467467	2.24285750584284
PF3D7_0815800	1.50875915816401	1.54050810317755	6.29011686094947	7.05289471822306	1.78382647708485	1.07260512533593	5.76403415133286	5.71013842268624	2.87803130160767	1.6139958596507	9.16241372484996	8.18537201102101
PF3D7_0816200	2.09372165905416	3.27747369734375	5.52458211447588	5.92013950920373	2.19886397615421	1.92060203173845	6.00322181534871	5.39227999225736	1.87803130160767	0.0290333594008652	8.0408517447145	7.88671369531277
PF3D7_0817100	0.508759158670988	-0.0444543975436109	1.61769151902406	3.35245500040793	1.19886397615421	1.92060203173845	4.41825931440264	4.82749537353109	0.293068800494026	0.0290333594008652	1.53305710467467	2.24285750584284
PF3D7_0817300	3.67868415977531	2.27747369734375	8.33536794227471	6.92880437034227	3.52079207167003	2.33563953111256	6.96257983024088	6.85724271725696	4.54099631461931	3.35096145428823	9.90374451149846	9.0694059931539
PF3D7_0817700	0.508759158670988	2.54050810317755	5.26154770889281	6.89382823229544	2.52079207116726	1.75067703053431	3.74018740929	4.91495821454232	1.87803130160767	1.6139958596507	3.11801960539583	3.82782000605601
