	Antisense.PfBloodR1	Antisense.PfBloodR2	Sense.PfBloodR1	Sense.PfBloodR2	Antisense.PfOocystR1	Antisense.PfOocystR2	Sense.PfOocystR1	Sense.PfOocystR2	Antisense.PfSporozoiteR1	Antisense.PfSporozoiteR2	Sense.PfSporozoiteR1	Sense.PfSporozoiteR2
PF3D7_0110600	5.86631116286865	5.54050810317755	8.63171198934354	9.30831244471123	6.19886397619349	5.28983584149022	7.98304393356631	7.38208422494927	6.19995939649504	6.15831637573985	10.2230550763995	9.83904726199906
PF3D7_0112700	3.67868415977531	3.27747369734375	10.3784114666997	9.58538979902326	10.2995263150781	9.54671663908004	14.1070924129503	12.8448837789766	10.0727881557459	9.80052282833847	16.0685755024935	15.4452109424295
PF3D7_0113000	4.83068725305137	2.76290052451399	8.55138217415415	2.35245500012543	1.78382647708485	0.335639531398374	5.78749312424249	3.56446096810378	1.87803130160767	1.02903335869389	5.92537452747717	6.05021242790045
PF3D7_0203400	0.508759158670988	2.95554560245639	6.84651020999006	7.74477242244681	1.78382647708485	1.07260512533593	6.64065173593187	6.86458469199807	0.293068800494026	2.02903335869389	7.70298210633855	8.08834755672096
PF3D7_0204700	3.50875915791051	2.27747369734375	7.52458211463258	5.93741750065826	4.84272016605463	4.92060203154791	9.13707756202941	8.74237875991559	1.29306880108276	3.19895836037186	6.89060910954809	7.95710302329125
PF3D7_0205900	3.83068725355835	4.54050810317755	7.37257902127459	7.43991784107666	2.52079207116726	3.21010864889879	8.06691649062052	7.88277780912396	1.29306880108276	2.83638828085249	5.85498519956204	4.827820006564
PF3D7_0206100	0.508759158670988	1.54050810317755	4.14125347538767	2.13006257850649	1.78382647708485	1.07260512533593	5.71593986322631	5.66879762732297	3.10042372288805	3.02903335887063	3.53305710517319	4.24285750584284
PF3D7_0206300	2.83068725315276	2.54050810317755	5.64005933194403	5.13006257883607	3.00621889830159	3.39453321953735	6.57476380018353	6.46653454691287	3.29306880093558	1.02903335869389	5.85498519956204	5.49078501920622
PF3D7_0206500	2.83068725315276	2.27747369734375	7.50643476753552	7.31328440236269	3.00621889830159	2.33563953111256	6.5881843159949	6.78556469353377	3.75250041902428	3.35096145428823	10.3972432496991	9.49552293821814
PF3D7_0207000	0.508759158670988	-0.0444543975436109	1.61769151902406	4.13006257883607	1.19886397615421	1.33563953082675	4.92075965509059	5.11289759249756	3.46299380206717	2.02903335869389	8.63108918762428	8.61789693731829
PF3D7_0207100	1.50875915816401	2.54050810317755	5.78761652046638	6.84888082618772	2.52079207116726	1.33563953082675	5.98304393333822	6.39227999225736	6.40159325763056	6.05140117177673	9.36594711898809	9.05663869695828
PF3D7_0208300	3.67868415977531	2.54050810317755	5.52458211447588	4.29998758046148	3.36878897822498	3.45111674890625	6.02312137263545	5.95677839035991	1.29306880108276	0.0290333594008652	3.85498520006055	1.24285750553805
PF3D7_0208400	2.83068725315276	1.95554560245639	6.26154770870477	6.83972082663917	5.36878897787584	4.60865802552884	7.36467827478137	6.93950039928909	5.24726511122275	4.72947307688936	8.13296994715474	8.0630364684873
PF3D7_0209000	3.83068725355835	5.34786302523515	8.07712313776821	9.3313697055301	3.00621889830159	2.4511167483786	5.89938600421982	4.45198623854874	2.2930688007884	2.35096145372265	6.78098461782964	6.10083850102296
PF3D7_0209700	0.508759158670988	1.54050810317755	6.50033456834607	5.84888082618772	0.198863976782672	1.07260512533593	4.87769093303994	5.2425328726829	3.46299380206717	2.83638828085249	9.15510892427529	9.23721094279134
