	GSM545767	GSM545768	GSM545769	GSM545770	GSM545771	GSM545772	GSM545773	GSM545774	GSM545775	GSM545776	GSM545777	GSM545778	GSM545779	GSM545780	GSM545781	GSM545782
4767651	10.8637991037288	10.7623820387104	11.2603903308542	12.0300808360657	11.5570807191053	12.1089491006976	11.3970328170968	9.40896655165431	10.0589387725692	10.7700030913292	10.952522861076	11.3646818558646	11.4692347936677	11.64218710851	11.2516599257496	9.56909609526214
4767652	7.2881739681123	7.56605403817109	7.96636124729361	8.4254257345907	7.38111029409905	8.05690861832325	7.57742882803575	6.6906964439777	6.69488019279919	7.22881869049588	6.70735913208088	7.08427691053149	7.3110671022556	7.38887833881199	7.16188768237689	6.90327934205614
4767653	9.35138098067433	9.15050890516397	8.86201737686988	8.71183901995903	8.4524471779147	8.69974594797101	8.24745286463493	7.42961596420174	9.36040817482402	8.96289600533726	9.02928722696825	8.89663514130291	8.86542397831313	8.52864945231825	8.21674585819531	7.7983097824546
4767654	7.20065343636747	7.43712784427281	7.3983161634002	7.83857365266832	7.2460279805281	7.97269265400426	7.93545974780529	7.10747864662662	6.91886323727459	7.0574502721839	6.71011763204345	7.54225804976692	7.21431912080077	7.63008507000212	7.31741261376487	8.17342729734862
4767655	9.19056547905768	10.0571794706738	9.89223921920617	10.6771910851079	11.2098188670558	10.9927967497247	10.955359305243	11.3179778224071	9.4948555844912	10.0620461377205	10.2507721315999	10.6794800995054	10.964196446646	11.1800334549166	11.4335854411505	10.5359557327008
4767656	9.82448147470042	9.63354019307246	9.00422046631819	9.49864978776841	9.69905184401685	9.52356195605701	9.72740997686457	9.53585855861657	10.4243762728139	10.0273531339301	10.3464029228395	10.3633682249603	10.4924540940642	10.318429829943	10.0711941787022	9.80041460697155
4767657	6.83289001416474	6.71973105674985	6.83794324189103	6.80219321694183	6.55305325276641	6.95884267524324	6.65963918701565	6.61618123133188	6.33091687811462	6.32192809488736	6.34872815423108	6.38543103719352	6.35402893805439	6.38370429247405	6.41278152533848	6.77610398807316
4767658	5.84297883178833	5.86789646399265	5.8923910259134	5.99095486039699	5.86542397831313	5.85049941375812	5.93545974780529	5.92837032301897	5.85798099512757	5.93545974780529	5.85299758761332	5.8923910259134	5.8923910259134	5.88996019965864	5.99322146736894	5.94485844580754
4767659	6.27052894238072	6.656782364219	6.36457243229586	6.57591736111815	7.0639343057541	6.58044701959866	6.65248649491816	6.85549144310187	6.63517394667492	6.43962313755712	6.72519581722666	6.76155123244448	6.4262647547021	6.56224242422107	6.65963918701565	6.64673869830785
4767660	6.94251450533924	6.56833618213375	6.91288933622996	6.83415498140132	7.31741261376487	6.54225804976692	6.43295940727611	6.65963918701565	6.61176256006487	6.23266075679027	6.5298209465287	6.31469652565629	6.4870360800319	6.39059890555246	6.53449743373817	6.62058641045188
4767661	7.30286736097287	7.27705487614873	7.58270652678079	6.97842446544086	7.38629363515099	7.46025109894385	7.2278565730605	7.14465824283188	6.62351574149055	7.00112666545428	6.69905184401685	7.02458563827827	6.76553474636298	6.82017896241519	6.62643913669732	6.69627208392586
4767662	7.98299357469431	8.2807707701306	7.72996056101802	8.99887245399428	8.4667902378031	9.10039952908719	8.99604972751976	7.99830835035429	7.98697970917658	7.83541884047548	7.74819284958946	8.02624677264819	7.97498811199193	8.49825086752783	8.41827429388054	7.96116025813664
4767663	7.29920801838728	7.4586116725846	7.62205181945638	7.39489136644259	7.09908476089186	7.79506558265962	7.60214209069798	6.62643913669732	7.18883607303053	7.19475685442225	6.99774402605963	7.53760669149529	7.27798474729977	7.36194377373524	7.06824086131282	6.73199778664374
4767664	8.77610398807316	8.39016895620018	8.78920757534734	9.7075316929376	8.93103294150632	9.37438746400546	9.43149760425805	8.78463484555752	8.68404726161302	9.31379002544369	8.39531991094028	9.60696034451027	8.98612646417927	9.70269216987247	9.6894738949927	9.55228483994351
4767665	9.24792751344359	9.69418374333315	9.66249036391378	9.89269459141497	9.24079133216196	10.1237334384458	9.96058121135347	8.76884595975339	7.37851162325373	8.96722625883599	7.92955431573285	9.08587075533461	8.42332604706989	9.212131561563	8.82877119385718	8.49065034924802
4767666	8.8638765202211	9.39296133934419	9.64835758200967	9.95361446119936	9.31741261376487	10.6685304701863	9.75588902600854	7.76487159073609	7.26397335480341	8.09908476089186	7.54457811733884	8.94456566142482	8.14974711950468	8.83099048124926	8.24460168773681	7.61911951145322
4767667	8.39274673242064	8.53021123329988	7.87098112422465	9.148222340387	9.15304528950378	9.37525668833715	9.4068427546553	8.95884267524324	8.93957921431469	8.35887093968562	8.96751448080097	8.8008998999203	9.24863919398464	9.15759957436899	8.83510297949099	8.08958289312471
4767668	7.59991284218713	6.82400405093315	7.02014657311178	7.08746284125034	8.27099606074028	6.54843662469604	6.46107011403305	7.69488019279919	8.52982094652869	7.59991284218713	8.51924309436118	6.55305325276641	8.42919748847991	7.11270013274936	7.61765111942733	6.72383156649532
4767669	6.08958289312471	6.04001567884788	6.08746284125034	6.13750352374993	6.28540221886225	6.18388345903223	6.21334728173344	6.04001567884788	5.97039353791468	6	6	6.12308675098106	5.97498811199193	6.11478344724985	6.03121873061072	6.16591193893569
4767670	6.37851162325373	6.40599235967584	6.31650781910311	6.28725064325462	6.91528186586766	6.72519581722666	6.23840473932508	6.4643415327611	6.24222139509837	6.24792751344359	6.4110872267986	6.62351574149055	6.51254295509686	6.3819754785573	6.33806779754262	6.656782364219
4767671	6.96693797927846	7.4643415327611	7.14261765544658	7.31469652565629	8.76121877592938	7.57818396809009	7.96116025813664	8.4890451251148	7.76686014382955	7.52434581646254	8.3037807481771	7.66604642940879	8.26912667914942	7.55151601762801	7.73403213956493	7.89663514130291
4767672	9.07521171134824	9.13031314554346	8.31242920625061	9.11634396123747	8.90086680798075	8.9413411054853	8.87344411251538	8.82559484946338	9.41637531658728	9.1106138055009	9.17567429189613	9.20432659894124	9.18834157601082	9.2644426002266	9.35974956032233	8.27519333390221
4767673	8.0547399669703	8.55956828992275	7.92718535782637	8.63626208880638	8.30241045042562	8.52825874275841	9.10852445677817	7.57364718749332	7.44377239276374	7.97670731184688	7.56071495447448	8.53099149023663	8.6006563078263	8.8325735989774	8.73775435236028	8.23314029644597
4767674	6.61911951145322	6.71287086768991	6.72246602447109	6.32012359804061	6.77082904603249	6.6906964439777	6.79311555527435	6.65535182861255	6.42122329922514	6.26865895502767	6.40769264866568	6.29462074889163	6.57893871309339	6.456149034648	6.21529030565123	6.49505552836802
4767675	7.08852325661663	7.0389189892923	7.65463602852797	6.94251450533924	7.16791986555194	7.23266075679027	7.72109918870718	7.42206476617281	6.64241277290506	6.24792751344359	6.77610398807316	6.75888943272096	6.27612440527424	6.71973105674985	6.17192735435346	7.64961545906341
4767676	6.82273014794452	6.62789861587175	6.44956137461324	6.69209237542757	8.60288440871842	6.70597790168252	7.17492568250068	7.92955431573285	7.77939105953591	8.1333991254172	8.44956137461324	7.76420813013995	8.39016895620018	8.22448410023199	8.842664621825	8.42332604706989
4767677	9.89041629167178	9.91543126731147	9.89663514130291	9.66106547980695	9.99138012054477	9.44646302341689	9.60751526279683	9.83447104998422	10.4767462039395	10.2700616727278	10.9239959327718	9.64259327900988	10.49815112023	9.46801303350355	9.52982094652869	9.57761765010799
4767678	7.97441458980553	8.41743061254603	7.56605403817109	9.4245862262511	9.41764157913863	9.37308264476587	8.84360704649056	9.12722055048807	8.28169825009883	8.68474862042163	8.96549571679616	8.85268555234858	9.18040648531064	9.0930213465869	9.30583375751525	9.00140819439281
4767679	11.0428905287681	11.5629101840297	12.3346084969512	12.5095276074232	11.8059453518029	12.7855342049389	12.6354007106434	9.79879578382045	10.2669036378128	12.1100264819434	11.4625022725973	12.460916584116	11.2645598877386	12.3894969037164	12.1261559379922	10.6028844087184
4767680	10.7303852203214	11.5111596435346	12.0332509140987	11.9362698576022	12.1402546226903	12.4781881781134	12.2497060569697	11.1783536235129	9.92109708810679	10.8867635118977	11.0437792035116	11.3606825088188	11.7784878612224	11.5173249109509	11.4283601727043	11.2599197653374
4767681	10.6827312941398	10.5638635907793	10.9922302649659	10.7400336919669	9.79181407116183	10.2644426002266	10.2086001686889	8.99830835035429	10.7675223862285	11.1193950869465	10.8181827049486	10.8540112363799	10.3149230617392	10.6261653199045	10.2432930128069	9.62351574149055
4767682	9.32485559695043	8.18090370917938	7.50303064564116	7.96231765494231	7.04875931191986	7.32102612859297	7.55305325276641	7.06285565520599	9.73724734302774	9.09407768567191	8.42332604706989	8.73741636593706	8.35535109642481	8.88447581908648	8.64565843240871	7.69278983497265
4767683	9.90373124340389	9.81346055669168	8.73403213956493	9.96895472754222	9.18289089274548	8.47004872601133	9.23744899563932	9.01652974824349	10.8354977949175	11.0646754104684	10.4414917793047	10.3730826447659	10.3134499409631	10.6838718686226	10.2463843335103	10.3290114421312
4767684	11.1172534821652	11.1708013728223	11.6253892233177	11.6263478702073	11.087197615578	11.6222348909674	11.800050530102	10.1078709142796	10.8590688246924	11.2873660911834	10.868822554775	11.2858067641124	11.0930873904442	11.618339614282	11.3302446586223	10.5939512839484
4767685	11.6679541989421	11.8899221854816	12.2260508716597	11.9606536049125	11.5417258417206	11.6378474930203	11.9213574788738	10.6387074119759	11.4729953873298	12.074007625836	11.4080643199147	12.0076580451774	11.5999128421871	12.1061703169451	11.7700857080817	11.2363132270428
4767686	8.38456792317383	8.93545974780529	8.07681559705083	8.74852832105729	8.68299458368168	8.31922050252387	8.95506864440976	8.42877889133759	9.49585502688717	9.3169602873649	9.43837603039902	9.33829069364826	9.10433665981474	9.4448078446426	9.16364967601582	9.07628116657949
4767687	7.60659028037053	7.75421943313514	7.11165734626313	7.61985314739117	7.52042224852645	7.20065343636747	7.26397335480341	7.41616416473313	7.98413359454098	8.21868431336217	8.06285565520599	7.79246495997994	8.00506308001346	7.72041528490633	8.08268130295035	7.81506301719287
4767688	6.22689381357139	6.40599235967584	6.49024921062709	6.59395128394841	6.76950729143624	6.4966540825935	6.44625622988956	6.7045953476324	6.17592374206376	6.29094040240368	6.46270675067016	6.39403389536778	6.40087943628218	6.38370429247405	6.33091687811462	6.94953493301701
4767689	10.661778097772	11.0217434348904	11.4117228219514	11.805784170333	11.2886930787773	11.5397888830288	11.2975468180614	10.9242186797485	10.5465086609708	10.9455169935008	10.8795066714105	11.129283016945	10.7701683201034	11.1959872980285	11.0174348048798	10.8225708309502
4767690	6.31831684133498	6.36632221424582	6.93781516880342	6.22496636500027	6.77741971551583	6.52199295640167	6.09803208296053	6.87159726561385	6.48864353985378	6.56224242422107	7	6.31469652565629	6.38370429247405	6.43295940727611	6.71836162613835	6.31288295528436
4767691	6.09803208296053	6.02901108665907	5.98641093525204	6.01346225980656	6.08108392868763	6.05093696522523	6.06177619758669	6.16992500144231	6.10852445677817	6.01792190799726	6.18189764310839	6.16188768237689	6.19967234483636	6.02236781302845	6.06177619758669	6.21916852046216
