PlasmoDB_GeneID	Antisense.PfBloodR1	Antisense.PfBloodR2	Antisense.PfOocystR1	Antisense.PfOocystR2	Antisense.PfSporozoiteR1	Antisense.PfSporozoiteR2	Sense.PfBloodR1	Sense.PfBloodR2	Sense.PfOocystR1	Sense.PfOocystR2	Sense.PfSporozoiteR1	Sense.PfSporozoiteR2
PF3D7_0606100	4.26847775	1.93931291	1.14779419	3.365164501	0	0	144.2352889	78.06300336	96.21462601	83.11051974	8.681952957	28.40001933
PF3D7_0606200	4.26847775	0	0	0	1.225243761	0	16.87859764	16.77989792	10.690514	7.689941328	89.71351389	160.9334429
PF3D7_0606300	5.691303666	0.969656455	3.443382569	1.261936688	4.900975045	2.040656503	0.767208984	0.729560779	0	0.295766974	2.893984319	7.100004832
PF3D7_0606400	1.422825917	16.48415973	0	0.420645563	0	0	28.3867324	112.35236	4.454380834	1.478834871	0	0
PF3D7_0606500	1.422825917	4.848282275	8.034559327	5.047746751	1.225243761	3.060984755	60.60950972	35.74847817	82.85148351	51.16768653	0	7.100004832
PF3D7_0606600	4.26847775	4.848282275	3.443382569	2.944518938	1.225243761	0	67.51439057	72.22651713	69.48834101	90.50469409	11.57593728	7.100004832
PF3D7_0606700	24.18804058	9.69656455	22.95588379	23.5561515	7.351462568	7.142297761	389.7421637	153.9373244	261.0267169	272.1056162	202.5789023	186.9667939
PF3D7_0606800	5.691303666	2.908969365	3.443382569	2.103227813	8.576706329	1.020328252	1.534417967	16.05033714	19.59927567	14.19681476	14.4699216	21.3000145
PF3D7_0606900	2.845651833	0	2.295588379	2.523873375	0	0	39.12765817	37.93716051	46.32556067	28.39362952	5.787968638	2.366668277
PF3D7_0607000	7.114129583	2.908969365	3.443382569	7.992265689	2.450487523	0	151.9073788	35.74847817	363.477476	354.920369	127.33531	21.3000145
PF3D7_0607100	4.26847775	0.969656455	0	0.841291125	0	0	31.45556833	59.82398388	2.6726285	5.028038561	0	2.366668277
PF3D7_0607200	1.422825917	8.726908095	4.591176758	2.523873375	0	0	18.41301561	47.42145064	28.50803734	37.26663874	2.893984319	0
PF3D7_0607300	0	0.969656455	0	2.523873375	0	0	11.50813476	32.83023506	46.32556067	38.44970664	2.893984319	0
PF3D7_0607400	0	0	1.14779419	6.309683438	1.225243761	0	72.88485346	61.28310544	71.27009334	64.18143339	43.40976479	42.60002899
PF3D7_0607500	11.38260733	35.87728883	4.591176758	1.68258225	2.450487523	3.060984755	6.904880854	8.02516857	21.381028	17.74601845	20.25789023	9.46667311
PF3D7_0607600	8.536955499	14.54484682	1.14779419	2.103227813	1.225243761	3.060984755	54.47183785	126.2140148	20.49015184	28.09786254	164.9571062	118.3334139
PF3D7_0607700	27.03369241	79.51182931	0	0.420645563	2.450487523	2.040656503	560.8297671	1618.895369	0	2.070368819	176.5330435	134.9000918
PF3D7_0607800	0	0	2.295588379	1.261936688	0	2.040656503	2.301626951	3.647803895	16.92664717	8.873009225	0	7.100004832
PF3D7_0607900	1.422825917	2.908969365	0	1.68258225	0	0	19.94743358	49.61013298	16.035771	21.59098911	11.57593728	2.366668277
PF3D7_0608000	7.114129583	7.75725164	4.591176758	3.365164501	4.900975045	9.182954265	14.57697069	12.40253324	30.28978967	21.59098911	11.57593728	4.733336555
PF3D7_0608100	1.422825917	0.969656455	5.738970948	4.627101188	1.225243761	3.060984755	16.11138866	21.15726259	38.30767517	36.08357085	191.0029651	156.2001063
PF3D7_0608200	4.26847775	9.69656455	2.295588379	1.68258225	0	1.020328252	0	0	8.017885501	6.506873431	0	0
PF3D7_0608300	0	4.848282275	17.21691284	9.674847939	8.576706329	8.162626013	14.57697069	32.83023506	37.416799	32.23860018	46.30374911	59.16670694
PF3D7_0608310	2.845651833	0.969656455	8.034559327	6.730329001	0	0	19.18022459	8.754729349	32.96241817	22.47829004	8.681952957	0
PF3D7_0608400	22.76521466	19.3931291	14.92132446	13.88130356	4.900975045	6.12196951	17.64580663	43.04408597	69.48834101	63.58989944	2.893984319	4.733336555
PF3D7_0608500	2.845651833	2.908969365	8.034559327	7.571620126	1.225243761	0	62.91113667	38.66672129	239.6456889	204.0792122	0	0
PF3D7_0608600	0	4.848282275	0	0	2.450487523	0	68.28159955	244.402861	13.3631425	14.19681476	5.787968638	4.733336555
PF3D7_0608700	2.845651833	1.93931291	9.182353517	14.30194913	0	0	154.9762147	73.68563869	729.6275806	671.0952644	14.4699216	7.100004832
PF3D7_0608800	5.691303666	5.81793873	0	0.841291125	1.225243761	0	174.9236483	353.8369779	29.3989135	34.60473598	31.83382751	21.3000145
PF3D7_0608900	0	3.87862582	1.14779419	2.944518938	0	0	9.973716789	13.13209402	31.18066584	18.63331937	0	0
PF3D7_0609000	27.03369241	26.18072428	29.84264893	31.12777163	1.225243761	1.020328252	403.5519254	329.0319114	383.0767517	423.24254	101.2894512	99.40006765
PF3D7_0609100	4.26847775	3.87862582	0	1.261936688	1.225243761	2.040656503	158.8122596	80.98124648	10.690514	14.78834871	0	2.366668277
PF3D7_0609200	0	5.81793873	4.591176758	2.944518938	0	0	6.13767187	3.647803895	12.47226633	14.19681476	0	0
PF3D7_0609300	4.26847775	9.69656455	16.06911865	8.412911251	17.15341266	16.32525203	84.39298821	183.8493163	60.57957934	44.36504612	72.34960798	78.10005316
PF3D7_0609400	1.422825917	4.848282275	2.295588379	3.785810063	0	0	18.41301561	29.91199194	26.726285	25.43595978	0	9.46667311
PF3D7_0609500	0	1.93931291	0	0.420645563	0	0	25.31789646	50.33969376	4.454380834	6.211106457	0	0
PF3D7_0609600	1.422825917	1.93931291	0	0.420645563	0	0	3.068835935	22.61638415	0	2.070368819	20.25789023	14.20000966
PF3D7_0609700	5.691303666	4.848282275	2.295588379	5.889037876	19.60390018	26.52853454	119.6846015	71.49695635	27.61716117	24.84442583	599.0547541	766.8005219
PF3D7_0609800	11.38260733	10.666221	2.295588379	2.944518938	15.9281689	11.22361077	23.01626951	64.20134856	4.454380834	12.42221291	5.787968638	0
PF3D7_0609900	0	1.93931291	0	2.103227813	0	0	21.48185154	26.26418805	13.3631425	12.12644594	0	2.366668277
PF3D7_0610000	0	0	1.14779419	0.841291125	0	0	10.74092577	13.13209402	18.7083995	17.74601845	0	0
PF3D7_0610100	0	3.87862582	5.738970948	4.206455626	0	1.020328252	51.40300191	53.98749765	130.0679203	112.3914502	0	2.366668277
PF3D7_0610200	0	2.908969365	4.591176758	2.103227813	1.225243761	4.081313006	19.94743358	20.42770181	40.0894275	30.46399834	26.04585887	16.56667794
PF3D7_0610300	0	0	0	0	0	1.020328252	0	0	0	0	0	0
PF3D7_0610400	9.959781416	37.81660174	6.886765138	10.93678463	3.675731284	3.060984755	708.133892	2063.927444	759.9173702	926.342163	1128.653884	1320.600899
PF3D7_0610500	0	0	1.14779419	0.841291125	0	0	6.13767187	2.918243116	32.071542	27.21056162	0	0
PF3D7_0610600	2.845651833	0.969656455	0	2.944518938	4.900975045	4.081313006	24.55068748	35.74847817	29.3989135	31.05553229	2.893984319	11.83334139
PF3D7_0610700	4.26847775	2.908969365	4.591176758	8.412911251	2.450487523	3.060984755	15.34417967	2.188682337	47.21643684	35.4920369	20.25789023	21.3000145
PF3D7_0610800	2.845651833	0	13.77353028	9.254202376	1.225243761	2.040656503	218.6545604	61.28310544	706.4648002	684.1090112	274.9285103	371.5669196
PF3D7_0610900	5.691303666	6.787595185	5.738970948	3.785810063	0	1.020328252	121.2190194	83.89948959	78.39710267	73.94174354	28.93984319	61.53337521
PF3D7_0611000	1.422825917	1.93931291	1.14779419	0.841291125	0	0	30.68835935	91.92465816	13.3631425	9.168776199	0	0
PF3D7_0611100	0	0	0	0.420645563	1.225243761	0	3.068835935	2.918243116	3.563504667	11.53491199	0	0
PF3D7_0611200	0	0.969656455	1.14779419	2.523873375	0	0	0.767208984	10.94341169	57.90695084	66.25180221	0	0
PF3D7_0611300	0	1.93931291	6.886765138	6.309683438	0	0	9.973716789	29.18243116	149.667196	118.0110227	0	2.366668277
PF3D7_0611400	5.691303666	1.93931291	3.443382569	1.261936688	0	0	39.89486715	45.96232908	36.52592284	26.61902767	0	0
PF3D7_0611500	1.422825917	4.848282275	0	0	0	0	43.73091207	116.7297247	0.890876167	2.366135793	0	0
PF3D7_0611600	4.26847775	14.54484682	1.14779419	0.841291125	0	0	180.2941112	480.0509926	14.25401867	25.1401928	2.893984319	0
PF3D7_0611700	0	0.969656455	6.886765138	2.944518938	1.225243761	0	118.1501835	15.32077636	169.2664717	178.6432524	17.36390591	26.03335105
PF3D7_0611800	14.22825917	28.12003719	13.77353028	15.56388581	44.10877541	38.77247356	221.7233963	516.5290316	224.500794	271.2183153	2456.992687	2726.401856
PF3D7_0611900	2.845651833	7.75725164	2.295588379	3.785810063	0	1.020328252	26.08510545	70.03783479	68.59746484	68.32217103	17.36390591	2.366668277
PF3D7_0612000	0	0	0	0	0	0	1.534417967	5.106925454	1.781752334	2.070368819	8.681952957	9.46667311
PF3D7_0612100	2.845651833	0.969656455	8.034559327	5.889037876	0	0	131.1927362	27.7233096	192.429252	163.5591367	49.19773342	56.80003866
PF3D7_0612200	0	11.63587746	0	0.841291125	1.225243761	1.020328252	36.82603122	91.92465816	16.92664717	17.1544845	2.893984319	2.366668277
PF3D7_0612300	0	0.969656455	0	1.261936688	0	0	0	2.188682337	4.454380834	4.140737638	0	0
PF3D7_0612400	1.422825917	1.93931291	1.14779419	0.420645563	0	0	1.534417967	5.106925454	11.58139017	13.60528081	0	0
PF3D7_0612500	42.6847775	79.51182931	0	0.420645563	0	0	131.9599452	315.1702566	0.890876167	3.844970664	2.893984319	2.366668277
PF3D7_0612600	4.26847775	3.87862582	0	1.68258225	0	1.020328252	16.11138866	16.05033714	16.035771	23.06982398	20.25789023	14.20000966
PF3D7_0612700	4.26847775	0.969656455	3.443382569	2.523873375	1.225243761	0	9.206507805	40.12584285	0.890876167	0.591533948	101.2894512	108.8667408
PF3D7_0612800	1.422825917	0.969656455	3.443382569	2.944518938	14.70292514	15.30492377	29.15394138	25.53462727	16.92664717	24.25289188	581.6908481	579.833728
PF3D7_0612900	9.959781416	11.63587746	1.14779419	5.047746751	3.675731284	7.142297761	174.9236483	138.616548	187.083995	203.4876782	879.771233	693.4338053
PF3D7_0613000.1	0	0	0	0	0	0	0	0	7.127009334	11.23914502	0	0
PF3D7_0613000.2	0	0	0	0	0	0	0.767208984	1.459121558	6.236133167	5.028038561	0	0
PF3D7_0613000.3	0	0	0	0.420645563	0	0	0	0	28.50803734	32.83013413	0	0
PF3D7_0613100	0	0	0	0.841291125	1.225243761	0	10.74092577	10.94341169	23.16278034	24.25289188	199.684918	139.6334284
PF3D7_0613200	0	0	0	0.841291125	0	0	2.301626951	4.377364674	34.7441705	36.97087177	0	2.366668277
PF3D7_0613300	0	0.969656455	1.14779419	2.944518938	1.225243761	0	0	2.918243116	5.345257001	25.1401928	5.787968638	0
PF3D7_0613400	1.422825917	8.726908095	11.4779419	7.992265689	3.675731284	0	42.96370309	64.93090934	69.48834101	73.94174354	37.62179615	23.66668277
PF3D7_0613500	0	0	2.295588379	5.468392313	0	0	59.07509175	94.84290128	33.85329434	56.19572509	0	0
PF3D7_0613600	5.691303666	6.787595185	0	0.420645563	3.675731284	1.020328252	53.70462886	139.3461088	20.49015184	18.63331937	141.8052316	59.16670694
PF3D7_0613700	5.691303666	12.60553391	4.591176758	10.51613906	3.675731284	5.101641258	154.2090057	236.3776924	91.76024518	92.57506291	115.7593728	85.20005799
PF3D7_0613800	0	3.87862582	1.14779419	0.420645563	0	1.020328252	23.01626951	52.52837609	21.381028	31.05553229	20.25789023	9.46667311
PF3D7_0613900	0	0	0	0.420645563	1.225243761	1.020328252	0	2.188682337	3.563504667	1.183067897	43.40976479	35.50002416
PF3D7_0614000	0	0	3.443382569	2.944518938	0	1.020328252	8.439298821	10.94341169	30.28978967	47.32271586	26.04585887	18.93334622
PF3D7_0614100	1.422825917	0.969656455	1.14779419	3.785810063	0	1.020328252	5.370462886	19.69814104	3.563504667	9.760310147	17.36390591	26.03335105
PF3D7_0614200	0	0.969656455	5.738970948	3.785810063	2.450487523	5.101641258	32.22277732	26.26418805	35.63504667	25.43595978	118.6533571	139.6334284
PF3D7_0614300	8.536955499	15.51450328	1.14779419	3.785810063	42.88353165	77.54494712	244.7396658	51.06925454	41.87117984	49.68885166	2.893984319	2.366668277
PF3D7_0614400	11.38260733	1.93931291	1.14779419	3.365164501	0	0	71.35043549	33.55979584	22.27190417	23.66135793	0	0
PF3D7_0614500	9.959781416	2.908969365	21.8080896	16.40517694	0	2.040656503	283.100115	47.42145064	513.1446721	452.8192374	37.62179615	23.66668277
PF3D7_0614600	0	3.87862582	0	1.261936688	0	1.020328252	3.068835935	18.96858026	4.454380834	6.802640406	0	9.46667311
PF3D7_0614700	1.422825917	7.75725164	0	2.523873375	2.450487523	1.020328252	26.85231443	67.11959167	16.92664717	9.760310147	124.4413257	87.56672627
PF3D7_0614800	1.422825917	0.969656455	1.14779419	1.68258225	0	1.020328252	74.41927142	136.4278657	53.45257001	47.61848284	69.45562366	52.0667021
PF3D7_0614900	1.422825917	10.666221	0	2.103227813	1.225243761	0	21.48185154	79.52212492	15.14489483	15.67564963	34.72781183	23.66668277
PF3D7_0615000	0	0.969656455	0	1.261936688	0	0	18.41301561	14.59121558	11.58139017	13.30951384	8.681952957	0
PF3D7_0615100	1.422825917	0.969656455	5.738970948	4.627101188	0	1.020328252	21.48185154	38.66672129	79.28797884	116.5321878	0	0
PF3D7_0615200	4.26847775	6.787595185	0	1.261936688	0	0	88.22903313	220.3273553	4.454380834	6.802640406	0	2.366668277
PF3D7_0615300	45.53042933	92.11736322	3.443382569	7.150974564	1.225243761	1.020328252	16.11138866	32.83023506	21.381028	30.75976531	8.681952957	7.100004832
PF3D7_0615400	5.691303666	11.63587746	30.99044312	24.81808819	19.60390018	30.60984755	114.3141386	136.4278657	357.2413429	371.4833195	263.352573	314.7668809
PF3D7_0615500	0	11.63587746	6.886765138	4.206455626	9.801950091	11.22361077	142.700871	232.7298885	18.7083995	33.71743505	75.2435923	101.7667359
PF3D7_0615600	2.845651833	3.87862582	14.92132446	9.254202376	28.18060651	20.40656503	123.5206464	71.49695635	140.7584343	163.2633697	1435.416222	994.0006765
PF3D7_0615700	2.845651833	5.81793873	8.034559327	10.51613906	0	1.020328252	19.94743358	53.25793687	63.25220784	59.4491618	0	9.46667311
PF3D7_0615800	4.26847775	7.75725164	3.443382569	5.047746751	1.225243761	2.040656503	11.50813476	21.88682337	46.32556067	42.59044428	63.66765502	49.70003383
PF3D7_0615900	7.114129583	23.27175492	13.77353028	11.35743019	17.15341266	18.36590853	10.74092577	23.34594493	79.28797884	81.63168487	839.2554525	1119.434095
PF3D7_0616000	0	0.969656455	1.14779419	1.261936688	6.126218807	0	21.48185154	21.15726259	27.61716117	29.57669742	211.2608553	276.9001885
PF3D7_0616100	0	0	0	0.420645563	0	0	16.11138866	8.02516857	8.908761668	12.71797989	0	2.366668277
PF3D7_0616200	4.26847775	1.93931291	4.591176758	3.785810063	0	2.040656503	44.49812106	96.30202284	45.4346845	46.73118192	46.30374911	85.20005799
PF3D7_0616300	2.845651833	0	2.295588379	1.68258225	1.225243761	0	5.370462886	2.918243116	5.345257001	9.464543173	0	0
PF3D7_0616400	0	0.969656455	1.14779419	2.103227813	2.450487523	1.020328252	29.92115037	12.40253324	19.59927567	21.59098911	14.4699216	2.366668277
PF3D7_0616500	7.114129583	6.787595185	0	0.841291125	417.8081226	516.2860953	104.3404218	148.1008382	8.017885501	2.366135793	21279.4667	23936.48296
PF3D7_0616600	7.114129583	6.787595185	4.591176758	3.365164501	2.450487523	8.162626013	39.12765817	81.71080726	48.99818917	53.53382232	8.681952957	28.40001933
PF3D7_0616700	0	1.93931291	1.14779419	1.261936688	0	2.040656503	19.94743358	43.77364674	19.59927567	20.70368819	14.4699216	21.3000145
PF3D7_0616800	2.845651833	0.969656455	8.034559327	4.627101188	0	0	36.05882224	51.06925454	135.4131773	124.5178961	17.36390591	18.93334622
PF3D7_0616900	1.422825917	3.87862582	1.14779419	2.944518938	0	1.020328252	29.92115037	43.04408597	40.98030367	39.04124059	5.787968638	2.366668277
PF3D7_0617000	0	4.848282275	3.443382569	6.309683438	0	3.060984755	46.03253902	31.3711135	198.6653852	160.3057	20.25789023	4.733336555
PF3D7_0617100	9.959781416	0	4.591176758	3.785810063	17.15341266	10.20328252	100.5043769	76.6038818	50.77994151	51.4634535	257.5646044	189.3334622
PF3D7_0617200	2.845651833	0	3.443382569	6.309683438	0	0	245.5068748	117.4592854	296.6617635	270.6267813	8.681952957	7.100004832
PF3D7_0617300	0	3.87862582	2.295588379	0.420645563	9.801950091	5.101641258	25.31789646	53.98749765	9.799637834	10.94337804	477.5074126	385.7669292
PF3D7_0617400	0	0.969656455	0	0.420645563	0	1.020328252	6.904880854	6.566047012	0.890876167	4.436504612	2.893984319	9.46667311
PF3D7_0617500	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_0617600	0	0	0	0	0	0	0	0.729560779	0	0	0	0
PF3D7_0617700	0	3.87862582	0	0	0	0	0	0	0	1.478834871	0	2.366668277
PF3D7_0617800	36.99347383	49.4524792	42.46838501	36.17551838	4.900975045	1.020328252	1411.66453	3385.891576	2329.641176	2375.896103	879.771233	825.9672288
PF3D7_0617900	39.83912566	95.02633259	92.97132936	98.01041608	72.28938192	48.97575608	536.2790796	1145.410423	1253.462767	1307.290026	2908.454241	2148.934796
PF3D7_0618000	0	0	0	1.261936688	0	1.020328252	2.301626951	2.188682337	0.890876167	7.09840738	43.40976479	21.3000145
PF3D7_0618100	1.422825917	1.93931291	2.295588379	3.365164501	1.225243761	1.020328252	11.50813476	41.58496441	40.0894275	37.56240572	2.893984319	2.366668277
PF3D7_0618200	4.26847775	1.93931291	2.295588379	5.468392313	0	0	65.9799726	33.55979584	86.41498818	96.42003357	0	2.366668277
PF3D7_0618300	4.26847775	3.87862582	16.06911865	13.04001244	1.225243761	3.060984755	303.8147576	53.25793687	583.5238892	523.5075442	34.72781183	30.76668761
PF3D7_0618400	0	0	1.14779419	0.841291125	0	0	0	2.188682337	8.908761668	12.12644594	0	0
PF3D7_0618500	2.845651833	8.726908095	19.51250122	37.43745507	0	1.020328252	85.92740618	169.2581007	427.62056	422.946773	5.787968638	2.366668277
PF3D7_0618600	2.845651833	8.726908095	5.738970948	5.468392313	0	0	13.04255272	32.83023506	53.45257001	61.22376365	2.893984319	0
PF3D7_0618700	2.845651833	1.93931291	5.738970948	2.523873375	0	0	23.01626951	16.77989792	48.107313	41.40737638	0	4.733336555
PF3D7_0618800	0	3.87862582	0	4.206455626	0	0	11.50813476	16.77989792	7.127009334	9.760310147	0	0
PF3D7_0618900.1	4.26847775	8.726908095	1.14779419	2.523873375	0	0	69.81601752	194.792728	0.890876167	3.54920369	8.681952957	21.3000145
PF3D7_0618900.2	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_0619000.1	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_0619000.2	0	0	0	0	0	0	0	1.459121558	0.890876167	0	0	0
PF3D7_0619100	0	0	0	1.68258225	1.225243761	0	9.973716789	8.02516857	19.59927567	20.11215424	0	0
PF3D7_0619200	1.422825917	0.969656455	1.14779419	5.047746751	4.900975045	7.142297761	85.92740618	63.47178778	57.90695084	60.6322297	561.4329579	639.0004349
PF3D7_0619300	17.073911	31.02900656	35.58161988	18.50840475	20.82914394	26.52853454	228.6282772	393.2332599	48.99818917	44.06927915	193.8969494	194.0667988
PF3D7_0619400	2.845651833	3.87862582	8.034559327	10.93678463	1.225243761	1.020328252	190.267828	128.4026971	587.9782701	643.8847027	72.34960798	28.40001933
PF3D7_0619500	0	0	2.295588379	4.627101188	0	0	49.86858394	2.918243116	57.90695084	59.15339483	2.893984319	0
PF3D7_0619600	2.845651833	2.908969365	2.295588379	1.261936688	0	1.020328252	3.836044919	5.106925454	10.690514	18.92908635	0	0
PF3D7_0619700	0	1.93931291	2.295588379	2.944518938	1.225243761	2.040656503	23.01626951	65.66047012	8.908761668	10.3518441	92.60749821	87.56672627
PF3D7_0619800	2.845651833	1.93931291	24.10367798	16.40517694	17.15341266	5.101641258	35.29161325	23.34594493	65.92483634	66.84333616	60.7736707	40.23336072
PF3D7_0619900	0	0.969656455	0	0.841291125	0	0	14.57697069	16.77989792	36.52592284	23.06982398	0	2.366668277
PF3D7_0620000	0	0	16.06911865	14.30194913	0	0	0	1.459121558	790.2071599	714.5730096	2.893984319	4.733336555
PF3D7_0620100	0	0	0	0.841291125	3.675731284	5.101641258	5.370462886	16.05033714	40.98030367	48.21001679	0	0
PF3D7_0620200	1.422825917	0	0	0	4.900975045	5.101641258	0	0.729560779	1.781752334	1.478834871	54.98570206	52.0667021
PF3D7_0620300	0	0	0	1.261936688	2.450487523	0	1.534417967	0	9.799637834	7.09840738	2.893984319	0
PF3D7_0620400	0	0	0	0	0	0	0	0	1.781752334	1.478834871	0	0
PF3D7_0620500	7.114129583	1.93931291	2.295588379	1.68258225	0	0	17.64580663	8.754729349	29.3989135	25.43595978	0	0
PF3D7_0620600	4.26847775	4.848282275	0	0	0	0	5.370462886	13.13209402	0	1.774601845	0	0
PF3D7_0620700	1.422825917	10.666221	0	1.261936688	1.225243761	0	69.81601752	184.5788771	7.127009334	11.23914502	14.4699216	11.83334139
PF3D7_0620800	1.422825917	0	0	0	0	0	0.767208984	0	1.781752334	0.591533948	0	0
PF3D7_0620900	0	0	0	0	0	0	0.767208984	0.729560779	0	0.591533948	0	0
PF3D7_0621000	0	0.969656455	2.295588379	3.365164501	0	0	16.87859764	10.94341169	15.14489483	16.56295055	0	0
PF3D7_0621100	1.422825917	6.787595185	1.14779419	0.420645563	0	0	54.47183785	167.7989792	32.96241817	39.04124059	5.787968638	0
PF3D7_0621200	0	0	0	0.420645563	0	0	162.6483046	42.31452519	72.16096951	69.50523893	0	0
PF3D7_0621300	1.422825917	0.969656455	5.738970948	5.468392313	0	0	58.30788276	18.96858026	101.559883	82.81475276	0	2.366668277
PF3D7_0621400	17.073911	33.93797592	0	0.420645563	0	0	623.7409038	1297.159065	0.890876167	8.281475276	2.893984319	0
PF3D7_0621500	1.422825917	0.969656455	1.14779419	1.68258225	0	0	2.301626951	7.295607791	8.017885501	12.71797989	0	0
PF3D7_0621600	0	0	2.295588379	0.841291125	2.450487523	1.020328252	0.767208984	0	0	0	0	0
PF3D7_0621700	2.845651833	0.969656455	6.886765138	9.674847939	2.450487523	5.101641258	18.41301561	51.06925454	114.9230255	114.757586	57.87968638	75.73338488
PF3D7_0621800	5.691303666	0	3.443382569	3.365164501	1.225243761	0	170.3203944	26.26418805	300.2252682	282.7532273	104.1834355	30.76668761
PF3D7_0621900	2.845651833	0.969656455	3.443382569	5.468392313	0	0	106.6420487	42.31452519	54.34344617	51.16768653	2.893984319	2.366668277
PF3D7_0622000	1.422825917	2.908969365	0	0.420645563	0	0	12.27534374	19.69814104	2.6726285	11.53491199	0	2.366668277
PF3D7_0622100	1.422825917	7.75725164	0	0.420645563	3.675731284	8.162626013	32.9899863	67.84915245	1.781752334	7.985708302	101.2894512	151.4667698
PF3D7_0622200	5.691303666	0.969656455	9.182353517	11.77807575	1.225243761	1.020328252	102.0387948	27.7233096	143.4310628	134.8697402	2.893984319	2.366668277
PF3D7_0622300	0	0	1.14779419	2.944518938	1.225243761	0	10.74092577	9.484290128	23.16278034	26.3232607	0	4.733336555
PF3D7_0622400	1.422825917	0	0	1.68258225	0	0	0.767208984	1.459121558	28.50803734	28.98516347	5.787968638	0
PF3D7_0622500	1.422825917	2.908969365	5.738970948	7.571620126	0	0	37.5932402	65.66047012	23.16278034	21.88675609	0	4.733336555
PF3D7_0622600	0	0.969656455	0	1.261936688	0	0	9.206507805	31.3711135	84.63323584	74.53327749	0	0
PF3D7_0622700	9.959781416	11.63587746	3.443382569	0.841291125	2.450487523	2.040656503	13.80976171	8.02516857	13.3631425	5.323805535	34.72781183	54.43337038
PF3D7_0622800	7.114129583	6.787595185	27.54706055	18.08775919	29.40585027	49.99608433	490.2465406	182.3901948	457.0194735	416.1441326	2523.554326	3064.835419
PF3D7_0622900	9.959781416	5.81793873	2.295588379	2.103227813	6.126218807	5.101641258	237.834785	70.76739557	61.47045551	73.05444262	393.5818674	461.5003141
PF3D7_0623000	2.845651833	0.969656455	0	4.627101188	7.351462568	9.182954265	19.94743358	21.15726259	54.34344617	55.60419114	0	0
PF3D7_0623100	41.26195158	15.51450328	10.33014771	9.254202376	7.351462568	7.142297761	127.3566913	92.65421894	176.393481	136.6443421	28.93984319	63.90004349
PF3D7_0623200	1.422825917	2.908969365	1.14779419	0.841291125	0	0	66.74718159	153.2077636	20.49015184	21.59098911	11.57593728	4.733336555
PF3D7_0623300	5.691303666	15.51450328	5.738970948	8.412911251	3.675731284	5.101641258	3.068835935	8.754729349	17.81752334	19.52062029	0	0
PF3D7_0623400	0	1.93931291	1.14779419	0.841291125	0	0	3.068835935	13.8616548	8.908761668	18.3375524	2.893984319	0
PF3D7_0623500	5.691303666	8.726908095	10.33014771	5.468392313	0	1.020328252	41.42928512	40.85540363	91.76024518	78.37824815	0	0
PF3D7_0623600	0	0	2.295588379	2.523873375	0	1.020328252	39.89486715	13.13209402	36.52592284	37.85817269	5.787968638	4.733336555
PF3D7_0623700	0	3.87862582	1.14779419	5.468392313	0	1.020328252	5.370462886	16.77989792	14.25401867	29.28093044	8.681952957	0
PF3D7_0623800	25.6108665	2.908969365	9.182353517	9.674847939	2.450487523	2.040656503	523.2365269	33.55979584	179.0661095	143.4469825	60.7736707	56.80003866
PF3D7_0623900	4.26847775	13.57519037	5.738970948	5.889037876	0	0	62.91113667	146.6417166	49.88906534	51.4634535	8.681952957	4.733336555
PF3D7_0624000	7.114129583	4.848282275	5.738970948	5.468392313	1.225243761	2.040656503	393.5782087	102.1385091	311.8066584	312.3299247	274.9285103	392.8669341
PF3D7_0624100	11.38260733	14.54484682	3.443382569	4.206455626	0	0	28.3867324	68.57871323	25.83540884	20.70368819	11.57593728	14.20000966
PF3D7_0624200	15.65108508	26.18072428	10.33014771	6.730329001	0	2.040656503	44.49812106	89.73597583	18.7083995	18.92908635	0	0
PF3D7_0624300	21.34238875	48.48282275	0	0.841291125	0	0	229.3954861	560.3026783	5.345257001	7.689941328	2.893984319	2.366668277
PF3D7_0624400	1.422825917	1.93931291	4.591176758	5.047746751	3.675731284	0	13.04255272	35.74847817	79.28797884	63.29413247	78.13757662	78.10005316
PF3D7_0624500	1.422825917	0	1.14779419	0	0	0	16.11138866	63.47178778	8.908761668	7.09840738	141.8052316	115.9667456
PF3D7_0624600	11.38260733	6.787595185	9.182353517	4.206455626	18.37865642	10.20328252	364.4242673	251.6984688	110.4686447	104.9972758	902.9231076	710.0004832
PF3D7_0624700	0	1.93931291	3.443382569	1.68258225	6.126218807	3.060984755	0	1.459121558	15.14489483	22.47829004	66.56163934	85.20005799
PF3D7_0624800	2.845651833	0	0	0.841291125	17.15341266	10.20328252	10.74092577	31.3711135	0	0.887300922	824.7855309	724.2004929
PF3D7_0624900	1.422825917	3.87862582	0	0	3.675731284	1.020328252	117.3829745	175.094587	4.454380834	4.436504612	66.56163934	23.66668277
PF3D7_0625000.1	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_0625000.2	0	0	0	0	0	2.040656503	0	4.377364674	0.890876167	0.295766974	5.787968638	7.100004832
PF3D7_0625100	4.26847775	8.726908095	1.14779419	1.68258225	3.675731284	4.081313006	75.18648041	225.4342807	0	0.591533948	196.7909337	213.000145
PF3D7_0625200	0	0	0	0.841291125	1.225243761	0	11.50813476	6.566047012	2.6726285	2.957669742	26.04585887	18.93334622
