Gene.ID	ToxoDB_ID	Gene.Name.or.Symbol	Oocyst_4vs0d_logFC	Oocyst_4vs0d_test	Oocyst_10vs0d_logFC	Oocyst_10vs0d_test	Tachy_2dpi_vitro_vs_Oocyst_0d_logFC	Tachy_2dpi_vitro_vs_Oocyst_0d_test	Brady_4dpi_vitro_vs_Oocyst_0d_logFC	Brady_4dpi_vitro_vs_Oocyst_0d_test	Brady_8dpi_vitro_vs_Oocyst_0d_logFC	Brady_8dpi_vitro_vs_Oocyst_0d_test	Brady_21dpi_vivo_vs_Oocyst_0d_logFC	Brady_21dpi_vivo_vs_Oocyst_0d_test
TGME49_233940	44.m04652	N/A	-1.0442329725	-1	-1.0486672605	-1	-1.005308256	-1	-0.736758355999999	-1	-1.3236795725	-1	-0.8335520425	-1
TGME49_270230	59.m03504	N/A	-1.062893869	-1	-0.983676792499998	-1	-1.0982985475	-1	-1.013711541	-1	-0.873584784499999	-1	-0.961652820999999	-1
TGME49_315930	583.m05717	N/A	-1.080344088	-1	-0.854255227999998	-1	-1.006027024	-1	-0.862159642999996	-1	-1.1788388535	-1	-1.0150830705	-1
TGME49_272660	59.m03645	N/A	-1.5957854395	-1	-2.3345851345	-1	-0.362431122999999	0	-0.4375256395	0	-0.334645446999999	0	-0.933454047499999	-1
TGME49_270140	59.m03498	DIM1	-1.7775989365	-1	-1.193044027	-1	-0.732174328499998	-1	-0.835499528999998	-1	-0.966555764499998	-1	-0.494276367499999	-1
TGME49_294740	83.m01283	N/A	-0.953798837	-1	-1.3075213865	-1	-0.887865347999999	-1	-1.145585829	-1	-1.0291699085	-1	-0.683299703999999	-1
TGME49_294770	83.m01283	N/A	-0.953798837	-1	-1.3075213865	-1	-0.887865347999999	-1	-1.145585829	-1	-1.0291699085	-1	-0.683299703999999	-1
TGME49_314720	583.m09137	N/A	-0.827363108999999	-1	-0.745728424999999	-1	-1.319357198	-1	-1.0303103635	-1	-1.2240696295	-1	-0.869222500499998	-1
TGME49_259010	55.m04808	N/A	-1.2561062645	-1	-1.0975041525	-1	-0.902082283999999	-1	-0.870581687499999	-1	-1.093212019	-1	-0.801712966999998	-1
TGME49_234310	46.m01597	N/A	-2.3272988295	-1	-1.60124437	-1	-0.176145041499999	0	-0.870257648999999	-1	-0.532557209499999	0	-0.516162138499999	0
TGME49_224270	42.m03346	N/A	0.042626406000001	0	-0.838146798500001	-1	-1.3836314995	-1	-1.30668239	-1	-1.4655185085	-1	-1.0758540655	-1
TGME49_311040	583.m05403	N/A	-0.462479675	0	-0.974472188000001	-1	-1.2343138155	-1	-0.948210932500001	-1	-1.2654261175	-1	-1.1498065455	-1
TGME49_270950	59.m03546	N/A	2.3325294975	1	2.137064587	1	-2.686478654	-1	-2.671756351	-1	-3.087912681	-1	-2.0600579965	-1
TGME49_317720	611.m00038	N/A	-1.4260721365	-1	-1.4237268805	-1	-0.737289924000001	-1	-0.686570439	-1	-0.789890792	-1	-0.990717077999999	-1
TGME49_290860	80.m02290	N/A	-1.19889152	-1	-0.708658286499998	-1	-0.735498046999998	-1	-1.049000356	-1	-0.832169444499999	-1	-1.532540209	-1
TGME49_314418	583.m05617	N/A	-1.1837624235	-1	-0.3738661335	0	-0.8555924225	-1	-1.3781899415	-1	-1.2479643065	-1	-1.0335449715	-1
TGME49_314422	583.m05617	N/A	-1.1837624235	-1	-0.3738661335	0	-0.8555924225	-1	-1.3781899415	-1	-1.2479643065	-1	-1.0335449715	-1
TGME49_245630	50.m07106	N/A	0.000708931000001023	0	-0.828833825999999	-1	-1.4529980055	-1	-1.348841617	-1	-1.5734980975	-1	-0.873617640499998	-1
TGME49_218890	38.m01079	N/A	-1.257830673	-1	-1.4462707955	-1	-1.1371983625	-1	-0.346984946	0	-0.6150866005	-1	-1.283110845	-1
TGME49_254610	52.m02720	N/A	-1.796383386	-1	-0.791757636999998	-1	-0.992961590999999	-1	-1.094069174	-1	-0.758565656999997	-1	-0.656200221999999	0
TGME49_272890	59.m03654	N/A	-1.043149115	-1	-0.812131114999999	-1	-0.777530792999999	-1	-1.1853289805	-1	-1.134703696	-1	-1.1379702345	-1
TGME49_272900	59.m03654	N/A	-1.043149115	-1	-0.812131114999999	-1	-0.777530792999999	-1	-1.1853289805	-1	-1.134703696	-1	-1.1379702345	-1
TGME49_287260	76.m01697	N/A	-0.0714073389999994	0	-0.110704865499999	0	-1.8003376945	-1	-1.551233391	-1	-1.3561663785	-1	-1.201316364	-1
TGME49_269270	59.m03443	N/A	-0.866464315999998	-1	-1.1121311535	-1	-1.227112684	-1	-1.3071662215	-1	-0.889707947999999	-1	-0.695598428999999	-1
TGME49_244060	49.m05721	N/A	0.143244193500001	0	-0.1614828035	0	-1.511439535	-1	-1.5848839815	-1	-1.7490784115	-1	-1.251303113	-1
TGME49_263990	55.m05095	N/A	-2.287567709	-1	-0.978269142999999	-1	-0.598621915499998	-1	-0.755064586999998	-1	-0.838947485999999	-1	-0.656918259499998	-1
TGME49_247540	50.m03178	ABCG107	-1.207293727	-1	-0.463806456	0	-1.5719651705	-1	-1.0782477075	-1	-0.919576701	-1	-0.877162451	-1
TGME49_267530	57.m01865	N/A	-1.391588185	-1	-0.175081505	0	-1.025020411	-1	-1.079776761	-1	-1.126581276	-1	-1.323050816	-1
TGME49_268840	59.m00022	N/A	-1.12499943	-1	-0.367991993999999	0	-1.1205464575	-1	-1.319684852	-1	-1.06839607	-1	-1.1330219715	-1
TGME49_254310	52.m03469	N/A	-0.721951122499998	-1	-0.6120835115	-1	-1.277945384	-1	-1.357494461	-1	-1.1454837255	-1	-1.0225370385	-1
TGME49_320730	641.m02566	N/A	-1.1315999655	-1	-0.432663196499999	0	-1.2294312695	-1	-1.341968459	-1	-1.1790511375	-1	-0.823490554999999	-1
TGME49_294230	83.m02698	N/A	-1.8962279225	-1	-1.22180271	-1	-1.079247959	-1	-0.899514596	-1	-0.799004237500002	-1	-0.246996854999998	0
TGME49_290620	80.m02277	N/A	-1.2694884115	-1	-1.508876725	-1	-0.629263531	-1	-0.841034510499999	-1	-0.981086206000001	-1	-0.929191335000001	-1
TGME49_283480	76.m01538	N/A	-0.953545842999999	-1	-0.8193269255	-1	-1.2718841905	-1	-1.210767629	-1	-1.1763045695	-1	-0.7353355305	-1
TGME49_236120	46.m03666	N/A	-0.464185758	0	-0.2886074155	0	-1.379639862	-1	-1.5919323465	-1	-1.2961251565	-1	-1.1577935295	-1
TGME49_258020	55.m04731	N/A	-0.75105201	-1	-0.820693829	-1	-1.3559142895	-1	-1.1671851745	-1	-1.1788216015	-1	-0.907950307499999	-1
TGME49_284660	76.m01580	N/A	-1.527728365	-1	-1.1319667545	-1	-1.7369412615	-1	-0.9835513485	-1	-0.944600757499999	-1	0.1411392015	0
TGME49_222990	41.m01382	N/A	-1.182884837	-1	-0.842136354499997	-1	-1.1319720095	-1	-0.776169370999996	-1	-0.903477798999997	-1	-1.3557637435	-1
TGME49_213860	31.m01834	N/A	-0.611392707499999	-1	0.174065679	0	-1.637944566	-1	-1.50221887	-1	-1.345059855	-1	-1.2702204345	-1
TGME49_258920	55.m04798	N/A	-0.620503249499998	0	-1.552863198	-1	-1.4176148095	-1	-0.768609714499998	-1	-1.031591766	-1	-0.810889403499998	-1
TGME49_272695	59.m03648	N/A	-2.0487160975	-1	-1.9432670695	-1	-1.2789483935	-1	-0.254593953499996	0	-0.489791065499996	-1	-0.189864385499998	0
TGME49_225480	42.m00041	N/A	-0.490077707499999	0	-0.8746165615	-1	-1.0812375235	-1	-1.3793536945	-1	-1.1388064165	-1	-1.2443135615	-1
TGME49_247250	50.m00059	N/A	-1.9071176125	-1	-1.8129665925	-1	-0.818579215499999	-1	-0.251980421499999	0	-0.596171286999999	-1	-0.8336776005	-1
TGME49_320300	641.m01573	N/A	-1.350608868	-1	-1.0453426385	-1	-0.995923286000001	-1	-0.709959726500001	-1	-0.919129631500001	-1	-1.2017658005	-1
TGME49_245520	50.m03072	N/A	-0.864679488999999	-1	-0.912774460000001	-1	-1.1262391695	-1	-1.2128618255	-1	-1.3836094315	-1	-0.727366642000001	-1
TGME49_315230	583.m05664	N/A	0.616672254000001	1	-0.351302779499998	0	-1.9857851635	-1	-1.9860946345	-1	-1.554018312	-1	-0.974433624999999	-1
TGME49_290960	80.m02299	N/A	-0.163769420999998	0	-0.854390834499998	-1	-1.5381791785	-1	-1.4148188195	-1	-1.3053549855	-1	-0.969903259	-1
TGME49_235610	46.m01660	N/A	-1.1766623785	-1	-1.1884084865	-1	-0.979268687	-1	-1.2428288505	-1	-0.7435822035	-1	-0.9251722625	-1
TGME49_213690	31.m00889	N/A	-1.2025917955	-1	-0.8372495895	-1	-1.249259802	-1	-0.985598508	-1	-0.884376133	-1	-1.104643782	-1
TGME49_306380	541.m01233	N/A	-0.7588153725	-1	-1.05576951	-1	-0.973572510500001	-1	-0.951489431500001	-1	-1.1383614925	-1	-1.386000874	-1
TGME49_266700	57.m01804	N/A	0.314418464500001	0	-0.4461835265	0	-1.7387635445	-1	-1.3219415005	-1	-1.7315918235	-1	-1.3417658605	-1
TGME49_312450	583.m09185	N/A	-0.870915225	-1	-1.313239691	-1	-1.130474979	-1	-0.971475049000001	-1	-0.891890692500002	-1	-1.0893438405	-1
TGME49_263500	55.m08201	N/A	-1.1364631925	-1	-0.669242215	-1	-1.0435165695	-1	-1.0565595645	-1	-1.34285746	-1	-1.026990779	-1
TGME49_308040	551.m00234	N/A	-0.9862134485	-1	-0.949556914	-1	-0.972438491999999	-1	-1.3426667295	-1	-1.0177196735	-1	-1.008860776	-1
TGME49_221360	41.m00038	N/A	-1.6180799825	-1	-1.0954452665	-1	-0.800673870999998	-1	-0.900946326999999	-1	-0.787599344499998	-1	-1.090683083	-1
TGME49_204380	20.m03861	N/A	-1.422863606	-1	-1.1462996195	-1	-1.1134765485	-1	-0.7875324685	-1	-0.555592318	0	-1.2690585205	-1
TGME49_221540	41.m01303	N/A	-1.0081799405	-1	-0.922867461999998	-1	-1.341390148	-1	-0.791247882	0	-0.9278731745	-1	-1.3041856605	-1
TGME49_267030	57.m01831	N/A	-1.082891897	-1	-0.752736106999997	0	-1.0863201555	-1	-1.169173959	-1	-1.1257257145	-1	-1.1064318555	-1
TGME49_215670	33.m01388	N/A	-0.705008117499998	-1	-1.0299950755	-1	-0.839591143999999	-1	-1.627517658	-1	-1.315906102	-1	-0.8261281325	-1
TGME49_310270	583.m05342	N/A	-0.288536668000001	0	-0.572443851	0	-1.8117448955	-1	-1.135736024	-1	-1.4431391175	-1	-1.0936450055	-1
TGME49_269930	59.m03486	N/A	-0.285864039000001	0	-0.686761455000001	-1	-1.3744234075	-1	-1.361852536	-1	-1.3438528305	-1	-1.294323844	-1
TGME49_243770	49.m07186	N/A	-0.614666457999998	-1	-0.765034486	-1	-1.2299858535	-1	-1.199867151	-1	-1.2415644885	-1	-1.2972669405	-1
TGME49_205080	20.m05917	N/A	-0.991625041499999	-1	-1.0773952595	-1	-1.103623841	-1	-1.1442001815	-1	-1.0695907775	-1	-0.962608801999998	-1
TGME49_210230	26.m00232	N/A	-0.9102654395	-1	-0.430394678	0	-1.3545923325	-1	-1.5479979745	-1	-0.8647702245	-1	-1.244675295	-1
TGME49_320670	641.m01593	N/A	-0.954412996999999	-1	-0.975900178	-1	-0.909232992000001	-1	-1.3362408135	-1	-0.8689867705	-1	-1.3084294225	-1
TGME49_320680	641.m01593	AP2IV2	-0.954412996999999	-1	-0.975900178	-1	-0.909232992000001	-1	-1.3362408135	-1	-0.8689867705	-1	-1.3084294225	-1
TGME49_244840	49.m03436	N/A	-0.793459498499997	-1	-1.0410937795	-1	-1.0906215345	-1	-1.283768783	-1	-1.7262396895	-1	-0.431011911499998	0
TGME49_300690	148.m00016	N/A	-0.853117507499999	-1	-1.388945037	-1	-1.8376283045	-1	-1.97660479	-1	-1.649022584	-1	1.3235721155	1
TGME49_264650	57.m01692	N/A	-1.544695743	-1	-1.30560171	-1	-1.286668036	-1	-0.530745899499999	-1	-0.628602371999999	-1	-1.090757014	-1
TGME49_264660	57.m01692	SRS44	-1.544695743	-1	-1.30560171	-1	-1.286668036	-1	-0.530745899499999	-1	-0.628602371999999	-1	-1.090757014	-1
TGME49_289750	80.m02240	RPL40	-2.971055459	-1	-0.986657772999998	-1	-0.668128446999996	-1	-0.906603712999997	-1	-0.659468114999997	-1	-0.200122863999997	0
TGME49_211090	27.m00002	N/A	-0.293834774999998	0	-0.0281009569999995	0	-1.563736015	-1	-1.6154111725	-1	-1.5494546915	-1	-1.3611794715	-1
TGME49_310060	583.m00598	N/A	-2.7679055755	-1	-1.543277297	-1	-0.861361413	-1	-0.206485271999998	0	-0.205080126000001	0	-0.833075514499999	-1
TGME49_203340	20.m03789	N/A	-0.767745205499999	-1	-0.849842954500001	-1	-1.505845433	-1	-0.675151259500001	-1	-1.0858414955	-1	-1.5358954185	-1
TGME49_262130	55.m00173	N/A	-0.7235257465	-1	-0.5607762405	0	-1.0843594635	-1	-1.298657581	-1	-1.214783165	-1	-1.5455044695	-1
TGME49_313070	583.m05525	N/A	-1.248378313	-1	-1.191285343	-1	-1.2691570955	-1	-0.830688398500001	-1	-1.095461391	-1	-0.813167690499999	-1
TGME49_311320	583.m09212	N/A	-1.065563048	-1	-0.5329704755	0	-1.0252964955	-1	-1.3904615435	-1	-1.0659182535	-1	-1.3851345865	-1
TGME49_281510	74.m00432	N/A	-1.536382102	-1	-1.4020756055	-1	-0.849456046999999	-1	-0.937396052	-1	-0.88087306	-1	-0.8679698845	-1
TGME49_286520	76.m01663	N/A	-0.426725481999999	0	-0.469550875	0	-1.646845288	-1	-1.352913762	-1	-1.4550291035	-1	-1.1292694065	-1
TGME49_285510	76.m01605	N/A	-1.8827441505	-1	-1.3732761025	-1	-0.8623262925	-1	-0.5778866245	0	-0.441019336999999	0	-1.3465596125	-1
TGME49_263470	55.m05062	UCHL3	-1.6177967815	-1	-0.928706226999999	-1	-0.8656885225	-1	-0.852911439500001	-1	-0.8507714455	-1	-1.3709919695	-1
TGME49_272910	59.m03655	N/A	-1.8561629115	-1	-1.371796952	-1	-0.629401538	-1	-0.7738626275	-1	-0.835540485	-1	-1.051103796	-1
TGME49_254750	52.m01675	N/A	-0.267012730999999	0	-0.3613146215	0	-1.6838309865	-1	-1.674257809	-1	-1.5978748195	-1	-0.948364801	-1
TGME49_258210	55.m04747	N/A	-0.756430024499999	-1	-0.423745767000002	0	-1.411673927	-1	-1.3776234305	-1	-1.355542458	-1	-1.2129283315	-1
TGME49_273060	59.m00009	N/A	-2.853913256	-1	-1.0699775885	-1	-0.758204028	-1	-0.560845982000001	-1	-0.566141500500003	-1	-0.733656147	-1
TGME49_257380	55.m04691	N/A	0.555065476500001	1	-0.194687321999998	0	-1.669537565	-1	-1.613276204	-1	-1.6752059975	-1	-1.961096297	-1
TGME49_220860	41.m01266	N/A	-1.631569831	-1	-1.304509161	-1	-0.626526365999997	-1	-0.854582554999998	-1	-0.733340669499997	-1	-1.4093684585	-1
TGME49_249890	50.m03343	N/A	-1.191977649	-1	-1.402806759	-1	-1.2895385365	-1	-0.802939490999999	-1	-0.696238680999998	-1	-1.1804978925	-1
TGME49_291830	80.m03964	N/A	-0.897112765000001	-1	-1.0647952785	-1	-1.1716490275	-1	-1.1876746035	-1	-1.0519539255	-1	-1.2069093835	-1
TGME49_219550	38.m00017	N/A	-0.179370788499998	0	-0.0196896284999974	0	-1.34889774	-1	-1.359495726	-1	-1.540493812	-1	-2.1506409605	-1
TGME49_230440	44.m02596	N/A	-0.509625184999998	0	-0.733800235999998	-1	-1.2163162	-1	-1.1454132005	-1	-1.609411681	-1	-1.3843095505	-1
TGME49_319880	641.m01539	N/A	-0.0835637139999985	0	-0.645741986499998	-1	-1.68997051	-1	-1.582028997	-1	-1.422425656	-1	-1.179418539	-1
TGME49_290900	80.m02294	N/A	-1.2076946965	-1	-1.659940404	-1	-0.841304039499999	-1	-0.922626417499997	-1	-1.080899829	-1	-0.899447916999999	-1
TGME49_320050	641.m00186	RPL5	-2.714245325	-1	-1.7171745925	-1	-0.442920005	0	-0.287570094499999	0	-0.2944068735	0	-1.1586300135	-1
TGME49_242320	49.m03283	N/A	-1.45794712	-1	-1.469814209	-1	-0.904924536500001	-1	-1.0588016475	-1	-1.0862560085	-1	-0.6465353665	-1
TGME49_289800	80.m02244	N/A	-0.766751439999999	-1	-0.661984554500001	-1	-1.0252217955	-1	-1.115415111	-1	-1.553782346	-1	-1.513280227	-1
TGME49_218420	38.m00009	N/A	-1.1197374255	-1	-1.156799821	-1	-0.8861852425	-1	-1.0550098585	-1	-1.1718990195	-1	-1.252570987	-1
TGME49_310360	583.m00622	N/A	-1.512155077	-1	-0.946928511	-1	-0.903908766499999	-1	-0.995685938999998	-1	-1.0852347095	-1	-1.2006913315	-1
TGME49_263300	55.m08198	N/A	-2.195188307	-1	-1.777392946	-1	-0.328434433499999	0	-0.685391877499998	-1	-0.520315905499999	-1	-1.141560849	-1
TGME49_318600	641.m01494	N/A	-1.206323271	-1	-1.0026729225	-1	-1.4440771665	-1	-0.928271335	-1	-0.969764942999999	-1	-1.1096110255	-1
TGME49_218920	38.m01078	N/A	-2.413909006	-1	-1.0791670295	-1	-0.930640819499999	-1	-0.662547802499999	-1	-0.594547344	-1	-0.988070188999999	-1
TGME49_254140	52.m01636	POLR2K	-1.1945692025	-1	-1.1500238395	-1	-1.085529969	-1	-1.2587976385	-1	-1.41317661	-1	-0.5691365835	-1
TGME49_232800	44.m02751	N/A	-1.233552155	-1	-0.983005100999998	-1	-1.1549294855	-1	-1.168618154	-1	-0.974047064499999	-1	-1.1589101905	-1
TGME49_232660	44.m00052	HIP	-1.1436091265	-1	-0.200547457500002	0	-1.2270370775	-1	-1.108043853	-1	-1.103215072	-1	-1.894174212	-1
TGME49_318410	641.m00192	N/A	-2.4969129265	-1	-1.8104967555	-1	-0.0384232774999997	0	-0.563044117	-1	-0.638001314499999	-1	-1.1371489115	-1
TGME49_306410	541.m02527	N/A	-1.224369856	-1	-0.608144546499998	0	-1.407951225	-1	-1.3584451835	-1	-1.2962737785	-1	-0.799159487499999	-1
TGME49_290180	80.m03968	AP2IX6	-1.3776557465	-1	-0.808928873000001	-1	-1.299602772	-1	-1.0878950015	-1	-1.3891524535	-1	-0.732902051000001	-1
TGME49_247000	50.m00031	N/A	-0.630184706499999	0	-0.5419913665	0	-1.2128655895	-1	-1.417011137	-1	-1.425988741	-1	-1.4705886385	-1
TGME49_246720	50.m03132	N/A	-0.0553100384999992	0	-0.301614986	0	-1.1178346875	-1	-1.873694767	-1	-1.8977163875	-1	-1.456024151	-1
TGME49_203230	20.m03779	N/A	0.822041354500001	0	0.0841986344999999	0	-2.539174143	-1	-1.90059667	-1	-1.7929184955	-1	-1.3886355295	-1
TGME49_316600	583.m05762	N/A	-0.857051442	-1	-1.386369027	-1	-1.1262392835	-1	-1.179840782	-1	-1.0341723375	-1	-1.1401715075	-1
TGME49_235450	46.m00017	N/A	-1.3610085665	-1	-1.5307876735	-1	-0.872359658999999	-1	-1.2022866645	-1	-1.2168956255	-1	-0.554236655499997	-1
TGME49_225450	42.m00057	N/A	-0.935796973999999	-1	-0.965107429999998	-1	-1.151780211	-1	-1.131342051	-1	-1.2614360725	-1	-1.2948705775	-1
TGME49_258480	55.m04761	N/A	-1.622373782	-1	-1.433322155	-1	-1.0281883005	-1	-0.713098560999999	0	-0.733029826499998	-1	-1.2140799805	-1
TGME49_243580	49.m03357	N/A	0.353971260500002	0	-0.159115898500001	0	-1.869729896	-1	-1.8787213265	-1	-1.764306952	-1	-1.4277865475	-1
TGME49_290950	80.m02298	N/A	-1.097993876	-1	-1.600697179	-1	-0.997283498	-1	-0.980695413499999	-1	-0.988510454999999	-1	-1.0832307585	-1
TGME49_263390	55.m00227	N/A	-1.7332909685	-1	-0.231918588000003	0	-1.25975341	-1	-0.79216047	-1	-0.788130235000001	-1	-1.9475326515	-1
TGME49_320480	641.m00008	N/A	-1.0846345105	-1	-1.1402635915	-1	-0.938813063	-1	-1.0680958135	-1	-1.026481453	-1	-1.503706606	-1
TGME49_227450	42.m03573	N/A	-0.282080137000001	0	-0.490241577500001	0	-1.624833423	-1	-1.4428276875	-1	-1.4298023815	-1	-1.4977245835	-1
TGME49_244580	49.m03423	N/A	-1.2268402435	-1	-1.295984529	-1	-1.11707584	-1	-1.1115103695	-1	-0.8817199195	-1	-1.1394377115	-1
TGME49_268690	59.m00020	N/A	-0.792036452499998	-1	-0.883031790999999	-1	-1.607565457	-1	-1.2332360005	-1	-1.2619914895	-1	-1.00350995	-1
TGME49_266120	57.m00002	TPX1	-1.211425617	-1	-0.327054400500002	0	-1.7226018495	-1	-1.276677688	-1	-1.4387111025	-1	-0.8096163475	-1
TGME49_270790	59.m03535	N/A	-0.840988559499999	-1	-0.480616949499999	0	-1.2371998705	-1	-1.692912389	-1	-1.4210497845	-1	-1.1167302035	-1
TGME49_255900	55.m00043	N/A	-0.234146140499997	0	-0.907423779999997	-1	-1.9824270335	-1	-1.1295282615	-1	-1.380867716	-1	-1.156941243	-1
TGME49_247270	50.m05618	N/A	-0.915735588999999	-1	-0.781742111500001	-1	-1.261954055	-1	-1.1821595055	-1	-1.4874932205	-1	-1.174146926	-1
TGME49_244850	49.m03437	N/A	-0.984269197499999	-1	-0.617489226999999	0	-1.7745718435	-1	-1.176192291	-1	-0.990687106	-1	-1.261405162	-1
TGME49_272230	59.m03611	N/A	-0.553556890999998	0	-0.798872527999999	-1	-1.2847980425	-1	-1.3570066	-1	-1.5655317405	-1	-1.255847112	-1
TGME49_237130	46.m03691	N/A	-1.743814663	-1	-1.7879889315	-1	-1.341588789	-1	-1.8657798375	-1	-1.4541026625	-1	1.3764819715	1
TGME49_291850	80.m02335	RPS30	-3.7676372205	-1	-2.473163315	-1	-0.5626941415	0	-0.306176206500002	0	-0.346392255500001	0	0.628992585999997	0
TGME49_273630	59.m06079	N/A	-0.733181639999999	-1	-0.42787023	0	-1.2733101285	-1	-1.5940630285	-1	-1.3714333655	-1	-1.434187685	-1
TGME49_235420	46.m01648	N/A	-1.247195817	-1	-1.2197319475	-1	-1.148422114	-1	-1.0598646035	-1	-1.0004014085	-1	-1.1620090345	-1
TGME49_266310	57.m03127	N/A	-1.249353998	-1	-1.4489014485	-1	-1.016860296	-1	-1.109919705	-1	-1.149109033	-1	-0.886724317999999	-1
TGME49_299250	129.m00263	N/A	-1.4259011425	-1	-1.262476241	-1	-1.1039740205	-1	-1.015278404	-1	-1.246167786	-1	-0.807149627499999	-1
TGME49_275350	63.m00149	N/A	-1.4504661995	-1	-1.2723620425	-1	-1.2602827915	-1	-0.930665808499999	-1	-0.951614583999999	-1	-0.996351518499999	-1
TGME49_235620	46.m00007	N/A	-1.4281019195	-1	-0.909141042999999	-1	-1.144618196	-1	-1.1920437965	-1	-1.0668914215	-1	-1.1224960605	-1
TGME49_269582	59.m03458	N/A	0.0908880910000001	0	-0.149226663	0	-1.9037689275	-1	-1.701661437	-1	-1.7526976	-1	-1.4541606495	-1
TGME49_269588	59.m03458	N/A	0.0908880910000001	0	-0.149226663	0	-1.9037689275	-1	-1.701661437	-1	-1.7526976	-1	-1.4541606495	-1
TGME49_251440	50.m00082	N/A	-1.504129638	-1	-0.958719791500001	-1	-1.761187061	-1	-1.215454621	-1	-1.073637849	-1	-0.361532257999999	0
TGME49_208010	25.m01793	N/A	0.422419790000001	0	-0.00936873299999963	0	-1.94595893	-1	-1.856036087	-1	-1.8964636255	-1	-1.5930320315	-1
TGME49_228380	42.m05850	N/A	-1.0827759085	-1	-1.39453722	-1	-1.255001249	-1	-1.256020528	-1	-1.129429388	-1	-0.765077011499998	-1
TGME49_227940	42.m07427	N/A	-1.6278123805	-1	-1.747615424	-1	-0.707309717999999	-1	-0.848562340999999	-1	-1.066463047	-1	-0.913203505499999	-1
TGME49_217000	35.m00931	N/A	-0.938561828	-1	-0.737595702999999	-1	-1.1849318995	-1	-1.430139954	-1	-1.514839484	-1	-1.1212654655	-1
TGME49_232250	44.m00005	N/A	-0.373886092000002	0	-0.6235284395	-1	-1.6536601275	-1	-1.465065829	-1	-1.4342883715	-1	-1.379026953	-1
TGME49_239890	49.m00025	N/A	-0.9354171445	-1	-0.984581247	-1	-1.111466408	-1	-1.517296296	-1	-0.743408508500002	-1	-1.6419897225	-1
TGME49_203040	20.m03763	N/A	-0.580165919999999	0	-1.37885776	-1	-1.19825418	-1	-1.258134145	-1	-1.424878601	-1	-1.112978404	-1
TGME49_214800	33.m01306	N/A	-1.56148424	-1	-0.451365143499999	0	-1.6712929075	-1	-1.0242463345	-1	-0.814353865999998	-1	-1.4348570825	-1
TGME49_239130	49.m03131	N/A	-1.0637911775	-1	-0.960009375	-1	-1.2450076875	-1	-1.296549805	-1	-1.1906002225	-1	-1.2111724705	-1
TGME49_226800	42.m03531	N/A	-0.890924114	-1	-0.870894091499999	-1	-1.215028498	-1	-1.3853800685	-1	-1.411465825	-1	-1.1978446985	-1
TGME49_290890	80.m00090	N/A	0.305847017000002	0	0.164215519499999	0	-2.133287524	-1	-1.5288814235	-1	-1.73736405	-1	-2.0431562665	-1
TGME49_220930	41.m01272	N/A	-1.588604697	-1	-2.1437793035	-1	0.00384365549999899	0	-0.691302802500002	-1	-0.903981321500001	-1	-1.655218595	-1
TGME49_256780	55.m04650	N/A	-1.061775204	-1	-1.451079047	-1	-0.928282695	-1	-1.184464064	-1	-1.3305649495	-1	-1.0361220615	-1
TGME49_247760	50.m00056	N/A	-1.6261271705	-1	-1.217991058	-1	-1.129360408	-1	-0.837833192500002	-1	-0.954402197	-1	-1.2304231335	-1
TGME49_289850	80.m03974	N/A	-1.0518353545	-1	-1.2989152695	-1	-1.2041315485	-1	-1.1482547905	-1	-1.3131606755	-1	-0.994335809500001	-1
TGME49_310050	583.m05326	N/A	-1.175786419	-1	-0.986409738500002	-1	-1.1714716965	-1	-0.991726632500001	-1	-1.115772629	-1	-1.596441164	-1
TGME49_248340	50.m00042	N/A	-3.211452354	-1	-2.62497313	-1	-0.191794657999998	0	-0.201163458999998	0	-0.220374294499997	0	-0.589980367999999	0
TGME49_207790	25.m03612	N/A	-0.825034025499998	-1	-0.328104796499999	0	-1.9252162755	-1	-1.644860109	-1	-1.1265795735	-1	-1.21549911	-1
TGME49_311150	583.m05412	N/A	-0.4361559445	0	-1.064747381	-1	-1.4627191365	-1	-1.530868555	-1	-1.1743114255	-1	-1.3966889155	-1
TGME49_254520	52.m00027	MED11	-1.849569811	-1	-1.9975243145	-1	-0.470390398499997	0	-0.864387377999997	-1	-0.675831068499996	-1	-1.210523039	-1
TGME49_319960	641.m03151	N/A	-1.1354146875	-1	-1.151373781	-1	-1.2605568715	-1	-1.2931988025	-1	-1.3052607735	-1	-0.9245473265	-1
TGME49_314370	583.m05613	N/A	-0.791419406999999	-1	-0.882987256999999	-1	-1.2168383125	-1	-1.357798108	-1	-1.6790526575	-1	-1.148713134	-1
TGME49_277560	65.m01120	N/A	-1.166125702	-1	-1.19666341	-1	-0.965204955999998	-1	-1.2839838845	-1	-1.389158	-1	-1.0834640925	-1
TGME49_256020	55.m08187	N/A	-0.637947432	-1	-0.457746730500001	0	-1.64606005	-1	-1.5829914505	-1	-1.4071377375	-1	-1.3568863125	-1
TGME49_318500	641.m02537	N/A	-1.0749681015	-1	-0.9966473005	-1	-1.289765589	-1	-1.2304529645	-1	-1.226464185	-1	-1.2736598845	-1
TGME49_223650	42.m07407	N/A	-1.0263965095	-1	-1.2273904365	-1	-1.1274989565	-1	-1.27932796	-1	-1.357079796	-1	-1.092227426	-1
