Gene.ID	ToxoDB_ID	Gene.Name.or.Symbol	Oocyst_4vs0d_logFC	Oocyst_4vs0d_test	Oocyst_10vs0d_logFC	Oocyst_10vs0d_test	Tachy_2dpi_vitro_vs_Oocyst_0d_logFC	Tachy_2dpi_vitro_vs_Oocyst_0d_test	Brady_4dpi_vitro_vs_Oocyst_0d_logFC	Brady_4dpi_vitro_vs_Oocyst_0d_test	Brady_8dpi_vitro_vs_Oocyst_0d_logFC	Brady_8dpi_vitro_vs_Oocyst_0d_test	Brady_21dpi_vivo_vs_Oocyst_0d_logFC	Brady_21dpi_vivo_vs_Oocyst_0d_test
TGME49_270200	59.m03502	N/A	0.0196961555000001	0	-0.112975473	0	1.155658528	1	0.532879356	0	0.577079188999999	1	1.2280344075	1
TGME49_232980	44.m04663	N/A	0.540650938500002	0	0.5065916	0	0.671650861	1	0.5532574775	1	0.691429593000001	1	0.43188377	0
TGME49_244470	49.m03412	N/A	0.342217926000002	0	-0.2436749085	0	1.0164099255	1	0.796792363	1	0.9010491685	1	0.577611015	0
TGME49_294610	83.m01275	N/A	1.25027478	1	0.555731441	0	0.820566689500001	1	0.397972549000002	0	0.080006526500001	0	0.285005865500001	0
TGME49_255420	55.m08184	N/A	1.98733206	1	0.868543984500002	1	-0.633958139499996	-1	0.452440602000003	0	0.340591304500004	0	0.374364125000003	0
TGME49_286740	76.m01679	N/A	-0.153880194499999	0	-0.146197469999999	0	0.363544184500001	0	1.508292709	1	1.2965130645	1	0.5162613215	0
TGME49_223910	42.m00024	N/A	-0.352832969499999	0	-0.163966086499998	0	1.019703053	1	0.985492986000001	1	0.944050419000002	1	0.9495081025	1
TGME49_245746	50.m03088	N/A	0.493529655500002	0	0.764090361000001	1	0.308853719500002	0	0.686422336000002	1	0.787266221000002	1	0.337196330500002	0
TGME49_245748	50.m03088	N/A	0.493529655500002	0	0.764090361000001	1	0.308853719500002	0	0.686422336000002	1	0.787266221000002	1	0.337196330500002	0
TGME49_245752	50.m03088	N/A	0.493529655500002	0	0.764090361000001	1	0.308853719500002	0	0.686422336000002	1	0.787266221000002	1	0.337196330500002	0
TGME49_316130	583.m05727	N/A	0.0386044350000003	0	0.639430325499999	0	-0.106269456500001	0	1.1059443405	1	1.544383819	1	0.137163572	0
TGME49_253400	52.m01585	N/A	2.1408342355	1	1.1917722035	1	-0.293967138999997	0	0.214856896500002	0	-0.292262619999998	0	0.397040811500002	0
TGME49_260790	55.m08206	N/A	-0.224076880499998	0	0.391683312500001	0	0.6799734895	1	0.7477967985	1	0.7447092535	1	1.014199459	1
TGME49_232750	44.m02747	N/A	0.0726781790000013	0	-0.193618050499999	0	0.961988300500001	1	0.680595213500001	1	1.0131100685	1	0.819488937000002	1
TGME49_272640	59.m03643	N/A	0.938015677000003	1	0.694138099000002	1	0.677866750000002	1	0.444983204500002	0	0.152397288000002	0	0.446334167500001	0
TGME49_321650	645.m00328	N/A	0.833244464999999	1	0.557939584	1	0.5084685965	0	0.305559139	0	0.342070123	0	0.8059735645	1
TGME49_270260	59.m07778	N/A	0.614888781000002	0	1.071312904	1	0.892639396500002	1	0.298595763500001	0	0.266963533000002	0	0.208251541500001	0
TGME49_319620	641.m01525	N/A	1.0305105765	1	1.070686436	1	0.4333652165	0	0.163122172	0	0.4190090475	0	0.229009022000001	0
TGME49_250870	50.m00091	N/A	0.927165628000002	1	0.271201109	0	0.399904205000001	0	0.487935657	0	0.582242937000001	1	0.676527112	1
TGME49_233150	44.m04644	N/A	1.6510168305	1	0.8330093235	1	0.381460942	0	0.1724573895	0	0.2576728495	0	0.0490505260000007	0
TGME49_310440	583.m05359	MORN1	0.421253209500001	0	0.379105122500001	0	0.822505495500001	1	0.559072289	1	0.63993399	1	0.521058658500002	1
TGME49_250700	50.m00080	N/A	0.9628786215	1	0.742165870999998	1	0.354335154499998	0	0.646256569499999	1	0.689169852999998	1	-0.0533088225000014	0
TGME49_285490	76.m01603	N/A	0.406293553000001	0	1.118651325	1	0.584599428000001	1	0.372862047000001	0	0.524403046000001	0	0.327284775000002	0
TGME49_254080	52.m01632	N/A	1.6648692835	1	0.545565807999997	1	0.391109214499998	0	0.414978833999999	0	0.088681510499999	0	0.223307025499999	0
TGME49_270270	59.m00079	N/A	-0.383022723999998	0	-0.2633100305	0	0.863728315000002	1	1.1247393945	1	1.04160758	1	0.942447969500002	1
TGME49_202210	20.m03702	N/A	1.3205380315	1	0.4056368815	0	0.5209484795	1	0.395266124000002	0	0.307387863000002	0	0.368800308500001	0
TGME49_202220	20.m03702	N/A	1.3205380315	1	0.4056368815	0	0.5209484795	1	0.395266124000002	0	0.307387863000002	0	0.368800308500001	0
TGME49_314430	583.m05618	N/A	0.637385487	1	0.238867883999998	0	0.3661370995	0	0.399435421499999	0	0.675858520499999	1	1.0003313505	1
TGME49_270610	59.m08335	N/A	0.596607793000001	1	1.266610678	1	0.343256991500001	0	0.195630608000001	0	0.205356351000002	0	0.698715399000002	1
TGME49_205580	20.m03920	N/A	-0.157854700999999	0	0.852493643500001	1	0.714623381000001	1	0.666105102	1	0.790938959500001	1	0.436419661500001	0
TGME49_220240	39.m00623	N/A	0.480385346500001	0	0.224162862500001	0	1.3900566935	1	0.0482477720000012	0	0.748465731500001	1	0.406519726	0
TGME49_269160	59.m03434	N/A	0.224357529500002	0	-0.294106305999999	0	0.00529658200000194	0	1.7940875185	1	1.4639610005	1	0.103647943500002	0
TGME49_286590	76.m01666	SPM2	1.4472657555	1	1.0779884385	1	0.543490560500002	0	0.00823132600000198	0	0.0608918145000024	0	0.159284331	0
TGME49_221380	41.m03144	N/A	-0.132007433999998	0	-0.561283612999998	-1	1.101253601	1	1.3604315825	1	1.232732101	1	0.291707763000002	0
TGME49_297430	113.m00780	N/A	0.702544726500003	1	0.521503773500003	1	0.644883444000003	1	0.609665778500001	1	0.683777714000001	1	0.129336708000002	0
TGME49_305250	541.m00127	N/A	0.504508544499999	1	0.1893738015	0	0.734339320999999	1	0.2796846355	0	0.638945261	1	0.943496627499999	1
TGME49_218810	38.m00013	N/A	0.0277512565000007	0	-0.2930363765	0	0.879664453000001	1	0.8524173535	1	0.854656322000001	1	0.967587599	1
TGME49_219070	38.m01098	N/A	0.9919805815	1	0.891505671000001	1	0.332987400000001	0	0.374492752000001	0	0.377652214500001	0	0.320234949000003	0
TGME49_249470	50.m03305	N/A	-0.0625679524999998	0	0.491732410999999	0	0.89580438	1	0.6554397455	1	0.901565569	1	0.403645250000001	0
TGME49_225330	42.m00060	N/A	0.835374702500002	1	0.0582283985000003	0	0.913196484500001	1	0.4084408935	0	0.800030077	1	0.269473893	0
TGME49_215500	33.m01371	N/A	0.517654314999999	1	0.4307444105	0	0.194176262999999	0	0.7990307695	1	1.073753987	1	0.2651605605	0
TGME49_297290	113.m01576	N/A	3.599234456	1	1.166525638	1	-0.843644209999999	-1	-0.46847426	0	-0.461664154499999	0	0.274190382	0
TGME49_253950	52.m01623	N/A	0.7022478885	1	0.949461160999999	1	0.00784741799999988	0	0.178750899	0	0.3490395815	0	1.0783399605	1
TGME49_310820	583.m00017	N/A	1.2953154715	1	1.2176071515	1	0.216452826500002	0	0.263585939500001	0	0.0644494690000017	0	0.201578370000001	0
TGME49_217410	37.m00740	N/A	0.398435934000001	0	0.0859788039999976	0	0.570577255999998	1	0.781019179499999	1	0.972098873499999	1	0.446936771999998	0
TGME49_243210	49.m05711	N/A	0.810817412500001	1	0.4919126155	0	0.4676041985	0	0.489462198999999	0	0.5692014665	1	0.418152543499999	0
TGME49_287180	76.m01691	N/A	-0.0222080444999997	0	0.676190858	1	0.7471575325	1	0.525873598	0	1.010824319	1	0.307354431000001	0
TGME49_201520	20.m00355	N/A	0.3518467325	0	-0.388717378500001	0	-0.2208020695	0	1.162993712	1	0.849256741499999	1	1.4873591845	1
TGME49_301240	162.m00511	N/A	0.483547245500002	0	0.773738896000002	1	0.211631781000002	0	0.799092260000002	1	0.635739380000002	1	0.334535010500002	0
TGME49_203730	20.m05984	N/A	-0.6654313725	-1	-0.183693199499999	0	0.913636219000002	1	1.1644466165	1	1.2405385475	1	0.767007365000001	1
TGME49_246170	50.m05607	N/A	-0.4256863215	0	-0.216473699000001	0	1.1874913985	1	0.9038358345	1	1.0248522495	1	0.762298290999999	1
TGME49_213490	31.m00882	N/A	-0.587449648999999	-1	-0.833317466999998	-1	1.328255729	1	0.985167159000001	1	1.328507096	1	1.013479455	1
TGME49_315340	583.m09140	SRS52C	0.520389761499999	0	0.9390879735	1	-0.0826440174999994	0	0.680376442500001	1	0.8303722355	1	0.341616225500001	0
TGME49_231990	44.m02692	N/A	0.591675986500001	1	-0.0649648855000007	0	0.542459493499999	1	0.840524735	1	0.67688883	1	0.640455388	1
TGME49_289190	80.m00069	N/A	0.412404321000001	0	1.5468364275	1	0.396670795	0	0.238840059000001	0	0.314822709	0	0.3155471885	0
TGME49_211300	27.m00850	N/A	-0.7144803895	-1	-0.370212625999999	0	0.834332217500001	1	1.1289967605	1	0.87147029	1	1.47384729	1
TGME49_211310	27.m00850	N/A	-0.7144803895	-1	-0.370212625999999	0	0.834332217500001	1	1.1289967605	1	0.87147029	1	1.47384729	1
TGME49_207990	25.m01792	N/A	0.635173372000001	1	0.836524871	1	0.485544806	0	0.259903962	0	0.805768114	1	0.199712155500001	0
TGME49_246450	50.m05610	N/A	1.730802062	1	0.897600968000002	1	0.165703695	0	0.164391448000001	0	0.0240289065000008	0	0.239922000500001	0
TGME49_301440	162.m00001	CDPK1	1.0121617885	1	0.941457742	1	0.2933312885	0	0.548208043999999	0	0.502470021	0	-0.0780044514999996	0
TGME49_257730	55.m08212	N/A	0.174427197000001	0	0.149505642	0	0.648148099000001	0	0.5625719075	0	0.989295593500001	1	0.6932170415	1
TGME49_297340	113.m00774	N/A	0.434184129000001	0	0.5255290205	0	0.332683915	0	0.654414546500001	1	0.677389407500002	1	0.587268602000001	1
TGME49_318240	641.m01467	N/A	0.1907080095	0	0.5307824065	1	-0.215525933	0	0.955430743	1	1.436498089	1	0.313284477499999	0
TGME49_321500	645.m00319	N/A	0.257709470000001	0	0.00598854650000069	0	0.776783659	1	0.6086792155	1	0.721549810500002	1	0.836731170500001	1
TGME49_216620	35.m00895	N/A	0.719595595500003	1	0.349695526000001	0	0.970443303000001	1	0.333843815	0	0.520494664500001	0	0.311037997000001	0
TGME49_263000	55.m05025	N/A	1.484846609	1	0.894548849	1	0.453193269500001	0	0.1320172495	0	0.0033770655000005	0	0.233762277500001	0
TGME49_223060	41.m01389	N/A	0.116546344000001	0	-0.459754547999998	0	0.485644066000002	0	1.094185417	1	1.6949444265	1	0.266639886	0
TGME49_300120	145.m00333	N/A	-0.175410613999999	0	-0.643357188999999	-1	0.877553546000001	1	1.3327358425	1	1.5797831545	1	0.2246497315	0
TGME49_234270	46.m02866	N/A	0.560678424000002	1	0.46782112	0	1.262747135	1	-0.695697269999999	0	0.832425411499999	0	0.765353821999999	0
TGME49_259960	55.m04853	N/A	0.4566326565	0	0.6287239835	1	-0.202505882499999	0	0.588866445500001	0	1.302393758	1	0.417484837000001	0
TGME49_257080	55.m00270	N/A	0.666365415	1	0.198351405999999	0	0.6251164755	1	0.7435271265	1	0.646533312499999	1	0.311617903999999	0
TGME49_217730	37.m00009	N/A	-0.493338717	-1	-0.0429961345000005	0	0.967010242499999	1	1.235321499	1	1.2987430125	1	0.222049397	0
TGME49_294010	83.m01248	N/A	0.218347350999999	0	0.1626247755	0	0.469165743	0	0.617426653	1	0.7344000115	1	0.9783788405	1
TGME49_263840	55.m05091	N/A	0.0279798684999992	0	1.1186089945	1	0.377072670999999	0	0.350246525999999	0	0.574135267499998	0	0.729747882499999	1
TGME49_263750	55.m05086	N/A	1.4577824945	1	0.743423270000002	1	-0.457954955499998	0	0.572284349000001	1	0.558473663000001	1	0.3035139525	0
TGME49_259870	55.m04847	N/A	0.825698833500002	1	0.224627854000003	0	0.457269285500003	0	0.460247375500002	0	0.766773064000002	1	0.442255391500002	0
TGME49_239580	49.m03157	N/A	1.783664496	1	1.1730668525	1	0.0249877370000009	0	0.0190591785000014	0	-0.0085495399999993	0	0.179848103	0
TGME49_214240	33.m01270	N/A	1.0313693545	1	0.8270758995	1	0.425705191500002	0	0.385906136000002	0	0.286108597500002	0	0.213896742	0
TGME49_319350	641.m03153	SRS17B	2.762143261	1	1.573524837	1	-0.0916575000000002	0	-0.545572979999999	-1	-0.564637712500001	-1	0.0352865714999995	0
TGME49_244460	49.m05732	N/A	0.790218220500001	1	0.712023803500001	1	0.466949948500001	0	0.287553125500001	0	0.409265255	0	0.501008376000001	0
TGME49_314490	583.m09136	N/A	1.1951108005	1	1.0731572675	1	0.843893136999998	1	0.133407658	0	-0.186123832500001	0	0.106853819499999	0
TGME49_221370	41.m01292	N/A	0.480895524500001	0	0.368197173000001	0	1.152686108	1	0.450968033999999	0	0.647352998	1	0.0599731714999998	0
TGME49_225830	42.m03453	N/A	0.934445391500001	1	0.4951235105	0	0.644668619000001	1	0.184464491000001	0	0.491230138500001	0	0.402366894500001	0
TGME49_226240	42.m03483	N/A	0.683185017500001	1	0.312829206000001	0	0.528205340000001	1	0.283595789000001	0	0.697077473500001	1	0.642402732500001	1
TGME49_275460	63.m00155	N/A	0.557097038000001	0	0.799210009	1	0.792477334500001	1	-0.1397811965	0	0.623858887	1	0.5104586765	0
TGME49_312280	583.m05475	N/A	0.580637615000002	1	0.415145578000002	0	0.478311966500002	0	0.407439791000002	0	0.3129437485	0	0.9484958055	1
TGME49_311030	583.m05402	N/A	0.0507254510000004	0	0.218964057	0	0.6515611195	1	0.6853499375	1	0.520318076	0	1.0136225425	1
TGME49_278400	65.m01170	N/A	0.511687890500001	0	0.7689994235	1	0.2769571355	0	0.4969961975	0	0.8129242905	1	0.270323823500001	0
TGME49_314500	583.m00011	SUB2	1.22381721	1	1.1766304715	1	0.49500913	1	-0.153109538	0	0.210011721	0	0.183561284499999	0
TGME49_256850	55.m11050	N/A	1.3071808505	1	0.785815379000001	1	0.516543291500001	0	0.0207606320000009	0	0.1933557035	0	0.3102127145	0
TGME49_253600	52.m01598	N/A	0.5146746805	0	0.585633789500001	1	1.1786139345	1	0.319919760499999	0	0.4762880995	0	0.0563661160000009	0
TGME49_313900	583.m05586	N/A	0.0865852150000008	0	0.994943514	1	0.619951538000001	1	0.283381307	0	0.762370321	1	0.378339600000001	0
TGME49_214880	33.m01315	N/A	0.934258896000001	1	0.311868437499999	0	0.768291469999999	1	0.256710103000001	0	0.0862252564999997	0	0.762754461499999	1
TGME49_270050	59.m03494	N/A	0.5410308955	0	1.1590891145	1	0.865999519000002	1	-0.0738248949999982	0	0.4468353175	0	0.177342175500001	0
TGME49_252880	52.m01556	N/A	1.571742775	1	1.0386804975	1	0.155327466500002	0	0.210844492500001	0	-0.0649129169999991	0	0.198464378000001	0
TGME49_237100	46.m01735	N/A	0.128834980500001	0	-0.165244396499999	0	0.312918587000001	0	0.670593750500001	1	0.874154013	1	1.285406743	1
TGME49_216680	35.m00027	N/A	-0.1943361155	0	0.767165781999999	1	0.700893089999999	1	0.693115477499999	1	0.849764312499999	1	0.288676678	0
TGME49_293368	113.m00777	N/A	1.7917862225	1	1.948389125	1	-0.394878058999999	0	-0.145575057999999	0	-0.119731479499999	0	0.0250235895000008	0
TGME49_293372	113.m00777	N/A	1.7917862225	1	1.948389125	1	-0.394878058999999	0	-0.145575057999999	0	-0.119731479499999	0	0.0250235895000008	0
TGME49_219600	38.m02351	N/A	0.785954153000002	1	0.612463862	0	0.2324860605	0	0.498357148	0	0.574554422500001	0	0.400279703999999	0
TGME49_293190	83.m01196	N/A	2.033358374	1	1.452130904	1	-0.318289225	0	-0.0374922740000012	0	0.0338361144999992	0	-0.0598279919999993	0
TGME49_230450	44.m00023	N/A	0.191703336500001	0	0.579486565499999	0	0.417386457	0	0.507637836999999	0	0.8412520585	1	0.563232160500001	0
TGME49_276120	64.m00581	N/A	0.133421292500001	0	0.105741765000001	0	0.5702104525	1	0.661510964000001	1	1.204535601	1	0.423208123500001	0
TGME49_221600	41.m01308	N/A	-0.308777853999998	0	1.037644755	1	0.624874925000001	1	0.8442764495	1	0.737799727000001	1	0.160631345500001	0
TGME49_208570	25.m01819	N/A	0.2702668885	0	1.6841189845	1	0.060137619499999	0	0.4895602275	1	0.520252500999999	1	0.0692719874999987	0
TGME49_213600	31.m00915	N/A	0.735684688000001	1	0.684247909	1	0.502277267499999	1	0.53806358	1	0.193293066	0	0.438805624	0
TGME49_245428	50.m05602	N/A	-0.387727463	0	-0.386308415500001	0	1.366670127	1	0.895336426499999	1	1.2798522085	1	0.313471861	0
TGME49_245432	50.m05602	N/A	-0.387727463	0	-0.386308415500001	0	1.366670127	1	0.895336426499999	1	1.2798522085	1	0.313471861	0
TGME49_290660	80.m00057	N/A	0.8698145965	1	0.540370245	0	0.862380606	1	0.380634824	0	0.559994375999999	1	-0.1360597045	0
TGME49_313600	583.m05566	N/A	0.638871524000003	1	0.563012982500001	1	0.673540662000002	1	0.4817022985	0	0.645519219000001	1	0.0716558275000008	0
TGME49_305120	541.m01156	N/A	0.141055049500002	0	0.276307471000001	0	-0.0890990674999994	0	1.017582128	1	0.757764820000001	1	0.970646060000001	1
TGME49_248900	50.m05644	N/A	1.5250388495	1	0.938119073000001	1	-0.0189872944999987	0	0.182546290000002	0	0.132447879000003	0	0.312395039500001	0
TGME49_234250	46.m01594	N/A	0.321604003000002	0	-0.325485301	0	0.739667395000001	1	0.955158651	1	0.947758289500001	1	0.4319331145	0
TGME49_258680	55.m04779	TBP2	0.427956424	0	0.615468259	1	1.1204300035	1	0.215048014	0	0.611449243999999	1	0.0792617469999999	0
TGME49_292080	80.m00095	N/A	-0.4231572455	0	0.457083071000001	0	1.176558522	1	0.490155818000001	0	1.0133449615	1	0.353434559500001	0
TGME49_216770	35.m01983	N/A	0.103343031500001	0	0.388561016999999	0	1.1377790615	1	0.236841395	0	0.532921951999999	1	0.6666546765	1
TGME49_207640	25.m01749	N/A	0.0820374775000019	0	0.593284030000003	1	0.371951017500002	0	0.698180890500002	1	0.951552455500003	1	0.367843199500002	0
TGME49_264460	57.m01685	POLR3E	0.911941368000001	1	0.999232290000001	1	0.444474471000002	0	0.140434866	0	0.514245243500001	1	0.052546093000001	0
TGME49_287270	76.m01698	N/A	-0.0189555610000003	0	-0.264379252500001	0	0.999162603499999	1	0.840275001000001	1	0.898745417999999	1	0.606892203499999	1
TGME49_226310	42.m05848	N/A	1.9934404565	1	1.1798140525	1	0.240292621000001	0	-0.222207254999999	0	-0.194973731499998	0	0.0644530315000011	0
TGME49_312520	583.m05493	N/A	0.255616882500001	0	0.254695316500001	0	0.264933736500002	0	0.805865245000001	1	0.888520385000002	1	0.589505796500001	1
TGME49_310150	583.m00605	N/A	1.2258592005	1	1.2833626035	1	0.212736386999999	0	0.508750585499999	1	0.456165367999999	0	-0.627856651000003	-1
TGME49_276110	64.m00345	N/A	-0.290954880499999	0	-0.708747133999999	-1	1.2213419925	1	1.049465048	1	1.3548549115	1	0.4317043175	0
TGME49_269020	59.m03425	N/A	-0.2189509935	0	0.0312435930000006	0	0.696897990500001	1	0.928654366	1	0.815186315	1	0.798913656	1
TGME49_314710	583.m05631	N/A	0.361568689499999	0	0.269475123499999	0	0.680686925999999	1	0.710044059499999	1	0.579621757999999	1	0.4505149365	0
TGME49_290840	80.m02288	N/A	0.4485360065	1	0.3714983925	0	0.516816390000001	1	0.1961659805	0	0.7280141825	1	0.7900761655	1
TGME49_254020	52.m01629	N/A	0.0390010555	0	0.299562193	0	-0.1698182515	0	0.678469814	1	1.7669151175	1	0.434042923999999	0
TGME49_239830	49.m03178	N/A	1.1153541765	1	1.014701107	1	0.267309785500001	0	0.287469903000001	0	0.0554528575000002	0	0.3072285175	0
TGME49_244230	49.m03398	N/A	0.157881469500001	0	0.520827044000001	1	0.673647835500001	1	0.354993098000002	0	0.720523101000002	1	0.619003572500002	1
TGME49_244240	49.m03398	N/A	0.157881469500001	0	0.520827044000001	1	0.673647835500001	1	0.354993098000002	0	0.720523101000002	1	0.619003572500002	1
TGME49_217010	35.m00932	N/A	0.533064357500002	0	1.1625045645	1	0.4430277185	0	0.4143445305	0	0.402715962000001	0	0.090607083500001	0
TGME49_213255	31.m00929	N/A	1.567640132	1	0.568349848	1	0.320346894	0	0.1941819455	0	0.0630690449999998	0	0.3234939665	0
TGME49_320620	641.m00183	N/A	0.248540756000002	0	-0.0792540989999977	0	0.301018928500002	0	0.930983043000002	1	0.956915675000003	1	0.675787446500002	1
TGME49_229010	44.m06355	RON4	0.57652228	1	0.2277461835	0	0.776329692500001	1	0.3629649715	0	0.485926562999999	1	0.603393893	1
TGME49_261690	55.m00165	N/A	0.0313084030000019	0	0.410638694500002	0	0.431322832500001	0	0.677544278500001	1	0.690313564000001	1	0.789632144	1
TGME49_305260	541.m01165	N/A	1.2978465335	1	0.3131380565	0	-0.0952349575000002	0	0.6702663395	1	0.554203756999999	0	0.2893393265	0
TGME49_225420	42.m00058	N/A	-1.124367221	-1	0.360193747999999	0	0.998734197499998	1	0.643627523499998	1	1.0664279685	1	1.0812548055	1
TGME49_274040	59.m03720	N/A	1.8645172585	1	0.589249926500001	1	-0.0171632509999986	0	0.178855614500001	0	0.301305425000001	0	0.108734279000001	0
TGME49_270310	59.m03510	N/A	-0.122025374999999	0	0.6525934785	1	0.6190689395	1	0.225856731	0	0.562489128499999	1	1.0863910315	1
TGME49_207370	25.m01736	N/A	1.2192116725	1	0.499319303499999	1	0.0399674555000002	0	0.351710642500001	0	0.286078562	0	0.627247768000002	1
TGME49_310840	583.m09195	N/A	-0.2023791625	0	-0.191314272999999	0	0.982334509	1	0.725673025	1	0.906568008	1	0.798980907999999	1
TGME49_313410	583.m05554	N/A	-0.446896905999998	0	0.352158904500002	0	1.1094253335	1	0.787093309500001	1	0.870372362500002	1	0.347706750500001	0
TGME49_312190	583.m05468	N/A	-0.189695474	0	0.0428219810000008	0	0.899855608499999	1	0.7246801175	1	1.028359977	1	0.511719777000001	1
TGME49_268430	59.m06123	N/A	0.535937386500002	0	0.460541931500001	0	0.459233948500002	0	0.631794460000001	1	0.729732987500001	1	0.198332107000001	0
TGME49_255390	55.m04614	N/A	0.166336738500001	0	0.687704096500001	1	0.709628787	1	0.290564699	0	0.60112105	1	0.5601211935	1
TGME49_265240	57.m01732	N/A	1.2133636235	1	0.551089917500001	1	0.278353463	0	0.348541336999999	0	0.227000606	0	0.3952819925	0
TGME49_266620	57.m00027	N/A	-0.682662094499999	-1	-0.222748188500001	0	0.671692174499999	1	0.799667514	1	1.12343294	1	1.3198437115	1
TGME49_248530	50.m03243	N/A	-0.177668500499998	0	-0.109038016499999	0	0.894013647500001	1	0.881341838000001	1	0.844879053500001	1	0.6737384195	1
TGME49_251880	50.m00021	N/A	-1.1145995405	-1	-1.0632510845	-1	1.435503091	1	0.965459364000003	1	1.2071809355	1	1.5731746915	1
TGME49_315610	583.m05696	N/A	0.854794468500002	1	1.059985096	1	0.5315835805	0	0.806286067499999	1	0.426975757999999	0	-0.677773602	-1
TGME49_257430	55.m04694	N/A	0.422157281000003	0	0.650366955	0	0.935175597000002	1	0.511628573000002	0	0.225616208500001	0	0.250232979500001	0
TGME49_290710	80.m02285	N/A	-0.744329052999998	-1	0.224043395000002	0	0.983931009500001	1	0.751410258000002	1	1.0672595645	1	0.709685830500001	1
TGME49_217220	35.m01589	N/A	-0.110899076499999	0	0.238576028999999	0	0.817921350500001	1	0.574705435	1	0.562089357000001	1	0.9032946145	1
TGME49_263430	55.m10231	N/A	-0.289540254999999	0	0.00553144700000097	0	1.2126046535	1	0.804598916	1	0.841859150000002	1	0.410575941000001	0
TGME49_246660	50.m07136	AP2XII3	3.0006880345	1	1.4681383475	1	-0.2395248175	0	-0.346970592000001	0	-0.840210835000001	-1	-0.0573861825000002	0
TGME49_278410	65.m01171	N/A	1.1890040345	1	0.506755831999999	0	0.257950624999999	0	0.285618098499999	0	0.369141195	0	0.375147810499999	0
TGME49_278550	65.m00019	N/A	0.788798963	1	0.722177938999999	1	0.385272584	0	-0.00752560799999991	0	0.586049250999999	1	0.5080206395	0
TGME49_234370	46.m01600	SRS42	2.5121256465	1	0.261890205499999	0	0.0635305404999995	0	0.192622359499999	0	-0.21079853	0	0.156353991500001	0
TGME49_272530	59.m06076	N/A	1.307554804	1	0.468081473000001	0	0.421848857500001	0	0.249313405500001	0	0.372188380000002	0	0.15669322	0
TGME49_289980	80.m02257	N/A	0.632353142000002	1	0.7214069735	1	0.347696558000001	0	0.0362595015000009	0	0.702620825500002	1	0.5348572945	0
TGME49_224730	42.m05837	N/A	0.867847916500002	1	0.213684483500002	0	0.541672445000002	0	0.635205014000002	1	0.6181356485	1	0.0982100970000022	0
TGME49_244190	49.m05727	N/A	0.218526360000002	0	0.0326295660000016	0	0.7228392075	1	0.672335937500002	1	0.623802663500001	1	0.703931061500001	1
TGME49_312430	583.m05487	N/A	0.176005086	0	-0.0910053154999999	0	0.878087388	1	0.660723833000001	1	0.695568452	1	0.653306009	1
TGME49_272010	59.m00071	N/A	0.7678761055	1	0.360836666000001	0	0.58389604	1	0.484756792000001	1	0.3294526615	0	0.435643046500001	0
TGME49_311440	583.m11411	SRS50	-0.3510653495	0	-0.663843783999999	-1	0.304993639	0	0.8440712795	1	1.1697236325	1	1.657298912	1
TGME49_290570	80.m05042	N/A	-0.300006320999999	0	0.460735994000001	0	0.795406788	1	0.4028943975	0	0.592176253	1	1.0029664845	1
TGME49_230340	44.m02589	N/A	1.6894706955	1	0.830355334000001	1	0.521458402500001	0	-0.00488124249999933	0	-0.0964874969999987	0	0.0128501425000001	0
TGME49_257680	55.m00021	N/A	2.022830282	1	0.931464474999999	1	0.427553109499997	0	0.289500842499998	0	0.027071002999997	0	-0.750632218500001	-1
TGME49_299270	129.m00509	N/A	0.0218564565000023	0	0.968331606500002	1	0.256027874000001	0	0.620761268500002	1	0.490233752500002	0	0.590127027000001	0
TGME49_310610	583.m09196	N/A	0.7243956775	1	0.869536749499998	1	0.557598270499999	1	0.283955721	0	0.520743751499999	1	-0.0095046320000014	0
TGME49_284010	76.m01563	N/A	0.0806490100000006	0	-0.180414298499999	0	1.5023715025	1	0.321394139500001	0	0.752880235999999	1	0.469314368	0
TGME49_215750	33.m01396	N/A	0.271964192500001	0	-0.0489456419999987	0	0.849117124	1	0.5091955085	1	0.407078739500001	0	0.955128184000001	1
TGME49_319600	641.m01523	N/A	0.601827188000001	1	0.092197060500002	0	1.0191277015	1	0.621212434000001	1	0.256980108500001	0	0.350486484500001	0
TGME49_254400	52.m01650	N/A	-0.127030932499999	0	0.4275797065	0	0.650813149000001	1	0.740859698500001	1	0.480042555500001	1	0.7694240975	1
TGME49_222040	41.m01332	N/A	-0.0196729539999989	0	0.3694352235	0	0.1384641305	0	0.979612311000001	1	1.0665838775	1	0.4059826315	0
TGME49_209520	25.m00208	N/A	1.251740684	1	1.0688494895	1	0.1561507865	0	0.2460166155	0	-0.0832792980000017	0	0.300001620999999	0
TGME49_246620	50.m03125	N/A	0.5523829405	0	0.290399875499999	0	0.976266418	1	0.168663778	0	0.208030076	0	0.7393499155	1
TGME49_282170	74.m00459	N/A	1.0383628865	1	0.122194077	0	0.574887975000001	1	0.3835157605	0	0.348558720000001	0	0.4663255175	0
TGME49_253030	52.m01559	N/A	2.1507541175	1	2.4926792705	1	-0.730367639	-1	-0.41495728	0	-0.491728440999999	0	-0.0746192889999993	0
TGME49_214960	33.m01324	AP2X8	1.044587863	1	0.752661445500002	1	0.501693852000002	0	0.122013670000001	0	-0.0552489334999993	0	0.562548454000002	1
