	GSM802515	GSM802516	GSM802517	GSM802518	GSM802519	GSM802520	GSM802521	GSM802522	GSM802523	GSM802524	GSM802525	GSM802526	GSM802527	GSM802528
25.m02939_at	4.813580956	4.832712772	3.795632983	4.176291648	4.063809523	4.45663196	5.747710774	5.826263322	5.651313034	5.664737395	5.316519598	5.192537124	5.234139231	5.310907005
25.m02940_at	3.887183814	3.700659724	3.776279999	3.605509181	3.473160367	3.615154859	4.062334836	4.733363965	3.801089583	4.0253556	4.004586152	3.776879812	3.720040071	3.643106838
25.m02941_at	4.080738806	4.102501691	4.393111422	4.683893739	4.027516017	4.192313842	4.192641516	3.95710105	3.842591166	4.203979898	4.450916513	4.041570523	3.921349254	4.112650162
25.m02941_x_at	3.78073393	4.267088143	4.011929309	4.102135232	3.913991599	3.941290104	4.33327295	4.033228804	4.015561492	4.002151049	4.029019858	3.743699704	4.285281798	3.982058211
25.m02942_at	6.037225578	6.010667894	4.770157674	4.519987798	4.623335572	4.948326399	4.994449144	4.857648439	4.394876563	4.599881424	4.82603904	4.791990444	4.717988824	4.776252294
25.m02943_at	3.939134455	4.312890253	4.364563915	3.666639499	3.46999841	3.89554104	3.920898331	4.078164054	3.887567934	3.852669181	4.00273448	3.93026173	3.863787389	3.733859848
25.m02944_at	8.168046124	7.376106205	5.19373389	4.303580095	5.059650496	5.131093178	3.560100829	3.511837267	2.71759469	2.966485805	3.125278884	2.586496337	2.901121146	2.822954203
25.m02945_at	4.518941025	4.169787751	3.830383628	4.687335463	4.642157663	4.500465931	4.532032938	4.20980234	4.681546781	4.352637964	4.370595716	3.948505579	4.155942024	4.188948749
25.m02946_at	5.188579943	5.507921279	4.522497958	5.114388344	4.212148085	4.376046977	4.27347784	4.245488195	3.969506346	4.412131286	4.036979705	3.407590249	3.558288646	3.594778505
25.m02948_at	10.29743118	11.1823787	9.127222706	7.653195988	8.741566719	8.789853235	3.995602234	3.726951245	3.150258138	3.531196023	6.064137517	5.962535815	4.883066756	4.781442168
25.m02949_at	4.241838287	4.57307494	7.516441773	6.623331276	6.21432802	6.199299742	5.963813799	5.655158501	6.031441661	5.733873027	5.88416309	5.723382863	5.659803033	5.678222637
25.m02950_at	8.13282409	8.05973855	5.335924053	5.011310063	6.069050121	6.091059753	5.865676489	5.688630768	4.74212906	5.008668489	5.869922233	5.73416696	5.769415364	5.897163565
25.m02951_at	3.213805456	3.470388531	3.182142555	3.599717144	3.78421358	3.426539005	3.850714371	3.784385106	3.660799816	3.381865724	3.655083207	3.555075909	3.47031219	3.624180841
25.m02952_at	3.405699983	2.776215466	4.035366674	4.368125683	4.174818532	4.223353573	3.393344597	3.32748647	3.047744807	3.353974528	3.214146038	3.34314423	3.863067418	4.105230023
25.m02953_at	4.189483123	3.909155836	6.907317885	5.839539425	6.05386658	6.204815413	3.965990878	3.797676044	3.474387592	3.786096173	4.417855546	3.895169358	4.689205867	4.408089034
25.m02954_at	4.729143475	4.480830368	4.051897608	4.171859175	3.991969405	4.07608671	4.456763933	4.32838543	4.802504247	4.816296067	5.026491223	5.058436906	5.073165196	5.202182132
25.m02955_at	6.932806641	6.361302782	6.139123478	6.154230269	6.332902537	6.394203541	7.08739808	7.069646415	7.101451207	7.220448807	7.05726617	7.031229962	7.425674938	7.343166349
25.m02956_at	3.595183215	3.47936728	3.592979257	3.803474552	3.275574737	3.75584832	3.494122567	3.321707336	3.69508684	3.812745771	4.018156162	3.451855904	3.500983932	3.400697532
25.m03608_at	3.676233739	3.734447706	4.053875634	3.999456516	3.867385903	3.852439757	3.787495469	3.721311409	4.131702255	3.835577503	4.038699899	3.733562373	3.885029068	3.803773192
25.m03609_at	4.780209814	4.380746731	4.581509677	4.417919688	4.236723305	3.904019742	3.70388685	3.958896157	3.369223728	3.737508928	3.50260244	3.452831006	3.501984907	3.139528322
25.m03610_at	3.224846511	2.674741059	4.021677817	3.297273054	3.17519802	3.022546972	3.397423833	3.344099933	3.057259456	3.138292115	3.207770453	3.464502161	3.330982221	3.648513467
25.m03612_at	4.783060686	5.220014143	4.3467509	4.006255878	4.767605829	4.579259407	4.081285517	3.490791092	2.928309038	3.22433324	3.247933755	3.465420856	3.858328069	3.891587613
25.m03613_s_at	3.456476026	3.315063413	4.412823232	3.38278121	3.59741614	3.716151539	3.494344765	3.192706246	3.224322824	3.509735567	3.482299499	3.694483481	3.281856007	3.422923599
25.m03615_at	4.943208573	5.321884738	4.574631645	4.446891998	3.773189499	3.568088511	4.420886502	4.48646202	3.306440238	3.451601611	4.929405268	5.516278249	5.285215406	5.223790427
25.m03616_at	3.396267625	4.336847511	3.854659858	3.803508833	3.879344046	3.682702679	3.655524036	3.615257108	3.322695168	3.277407484	3.419741878	3.239441717	3.271205221	3.487711331
25.m03616_x_at	3.903280692	3.898171489	3.783799737	3.811888963	3.580621192	3.832727157	4.044931098	3.886536618	3.726317122	3.987021624	3.789875215	3.852052837	3.453327884	3.842474453
25.m03618_at	4.051516365	3.22040524	3.394073073	3.145464226	3.707102815	3.972795565	4.150653374	4.00886897	4.410178041	4.004990943	3.758402936	3.691524924	4.025549505	4.365061118
25.m03618_x_at	4.05616783	3.547452726	3.722481865	4.120902946	3.749444759	3.960411774	4.305853688	4.410856765	4.599288676	4.109447396	3.925555596	3.976496716	4.096055602	4.370975394
25.m03619_at	4.357233087	4.68801797	6.198254259	6.475889827	5.50385847	5.688394624	5.630931462	5.552943414	5.444005838	5.344530099	5.608043302	5.820450957	5.467023545	5.514635608
25.m03621_at	3.407610637	3.37188848	3.79904316	3.655986618	3.739265301	3.514435268	3.265688111	3.723842396	3.331103897	3.83806876	3.656625001	3.300297011	3.710878341	3.225402078
25.m03622_at	3.396251419	3.136367753	3.165867403	3.232364394	3.167599194	3.341112973	3.51882399	3.085004199	3.381178325	3.844532738	3.357709383	3.360552271	3.365349531	3.468785105
25.m03625_at	3.256113065	3.528080748	3.461624625	3.884107999	3.118429066	3.388692314	3.107704345	3.107720475	3.329350308	3.140548056	3.317654206	3.195947898	2.902135178	3.131838109
256.m00018_at	3.481719749	3.526756935	2.93518866	3.124794702	2.791071545	3.085660302	2.620792927	3.169889142	3.038192049	3.349772392	3.164841711	3.409393225	3.405181558	3.361823654
26.m00232_at	6.045083998	5.300520861	4.844680681	4.680393299	5.175253313	5.30956219	4.07373185	4.782522419	4.388320745	4.248099449	4.121069553	4.128539357	4.702916184	4.913148226
26.m00233_at	3.954566022	3.772730177	3.592174158	3.852122774	3.444582984	3.72228233	3.855519232	3.733177431	3.562197685	3.722269695	3.419617238	3.547016268	3.059864221	3.153690684
26.m00234_at	9.103745148	9.114901073	6.725931761	5.859016688	6.606096321	6.689185997	4.280825975	4.028466565	3.794173444	3.713432661	4.023322997	3.90588007	3.482619761	3.690576118
26.m00235_at	4.920052182	4.934263238	4.130811554	4.413645042	4.948253149	4.779603447	5.485014485	5.609336201	4.980541666	4.984387998	5.77704379	5.70892349	5.544279139	5.662854513
26.m00236_at	4.756701355	4.190090806	4.629821594	3.979064875	3.68042586	4.453083034	4.088390893	3.689027825	4.164326379	3.963325492	4.027291645	3.785517686	3.645741504	3.59139908
26.m00237_at	3.444742815	3.853635548	3.8434612	3.948911555	4.75655929	4.340772109	3.421528471	3.179549016	3.532029484	3.422722818	3.417962633	3.443276256	3.486833523	3.181075367
26.m00238_at	3.502292239	3.752665594	4.26126204	4.721192163	4.212129729	3.816022254	3.986310233	4.211727948	3.696820459	3.639061203	4.17761287	4.110673764	3.764201002	3.620721424
26.m00239_at	3.319131421	3.44427988	3.627633948	3.361810779	3.437071771	3.425314833	3.659392191	3.225096589	3.424106902	3.20954792	3.63414733	3.777623207	3.140432208	3.206785201
26.m00240_at	4.556086182	5.0042013	4.659227227	4.548593436	4.068552463	4.256577216	4.937688162	4.403054443	4.078393021	4.335674114	4.33736363	4.100345379	4.197819818	4.060403688
26.m00241_at	4.104147502	3.581567309	4.424990691	4.401258816	4.595369081	4.748451992	4.041341684	3.569855575	3.914832926	4.058478833	4.08864271	3.785595385	3.60926225	3.661916146
26.m00242_at	4.823484258	4.721216868	6.06480751	5.263444577	4.931978411	4.753028054	4.864648843	5.153384327	6.139897038	5.989644535	5.428401044	5.236237947	5.584575675	5.683358692
26.m00243_at	4.10540992	4.039153249	3.900279527	4.243839506	4.150648741	4.245410565	3.939096001	3.655237594	4.082107894	3.899445891	3.752854843	3.700342802	4.135640591	3.809656888
26.m00244_at	3.925207665	4.244962196	4.029576012	3.815791718	3.859713223	3.903676515	4.250458247	4.055525857	4.143191792	3.900097827	3.828572278	3.699650029	3.95055282	3.950077426
26.m00245_at	6.794443713	7.761632122	4.567509267	4.190978795	4.040205213	3.952278451	3.948205467	3.978504576	3.615719419	3.358660033	3.387056772	3.112543934	3.213096366	3.441948888
26.m00246_at	5.459781421	5.848606084	6.52235722	5.84260225	5.804781175	5.847647361	7.207397948	6.920155802	5.124160848	5.478983362	5.827799751	5.805080078	5.64319707	5.713569946
26.m00247_at	4.239460871	4.839620442	4.224167739	3.538713163	3.814114358	3.729231981	4.413038998	4.064087078	3.986874907	3.900567652	4.433849164	4.396100015	3.87287052	4.215643758
26.m00248_at	3.832149947	3.892214412	3.704923775	3.954752786	4.082629039	3.729517209	3.648942328	3.261062891	3.620811855	3.623429016	3.557382556	3.681592321	3.673397249	3.861644388
26.m00249_at	3.63171328	2.952607361	3.897375794	3.194147202	3.265511832	3.031278131	3.507582028	3.503928981	3.47142965	3.774953637	3.919492124	3.343036843	4.48525238	4.6828768
26.m00250_at	3.350135415	2.967920189	2.880018241	3.527054874	3.119162537	3.388705248	3.655907521	3.394798442	3.478255837	2.925178849	3.264491137	3.513353521	3.128302702	3.186149247
26.m00251_at	3.520583981	3.61923892	3.224959163	2.83091179	3.274504245	3.287761171	3.374174322	3.277446017	3.520886486	3.386512097	3.400597241	3.458515933	3.487220498	3.879416302
26.m00368_at	3.613810003	3.331588672	3.698441622	3.195102213	3.995673172	4.286981697	3.546524489	3.206886857	3.379356752	3.616637851	3.422715363	3.691262112	3.179110454	3.72965745
26.m00369_at	3.060209399	2.905852708	3.457942781	3.009295214	2.979770355	2.865528865	2.945103167	3.069771183	2.90654541	3.222109957	2.766729616	3.407289579	3.166790871	3.175309404
26.m00370_at	3.941267322	3.59398515	5.232037111	4.417163102	4.262508897	3.934170645	3.942690848	4.143185786	4.954173765	4.903451116	4.345959243	4.536510977	4.775835636	4.959045685
26.m00372_at	3.076528516	3.135977261	2.994054497	3.064096482	3.355474818	3.481669729	3.335155017	3.269653645	3.166201573	3.222075821	3.56886241	3.462655764	3.132357807	3.292204897
26.m00474_at	4.439170885	4.630176053	3.724517446	4.619655672	3.867697461	3.936083163	4.448725168	3.926888428	4.076289556	3.962163518	3.784875528	4.046642792	3.965364282	3.357778045
26.m00475_at	5.591831583	5.488741436	4.829839135	4.081581161	5.359701821	5.365280848	6.742100878	6.781391531	5.41706273	5.430622801	5.384711085	5.417817265	5.66835902	5.661787158
26.m00476_at	3.979267906	3.955036374	4.357200917	3.955197546	3.465745102	3.611979196	3.889376529	4.16923884	3.978054498	3.8125398	4.157105904	3.55279876	3.65148961	3.606144467
26.m00477_at	3.057563777	2.904855302	2.712316773	2.838334413	3.045016815	2.81033463	2.995845444	3.168313739	3.289086112	3.190656716	3.343070329	2.840463225	2.595666755	3.289522576
26.m00478_at	3.361108161	3.291719079	2.877557157	3.292027934	3.669286466	3.436108857	3.460188286	3.187896265	3.432603785	3.174947275	3.558714564	3.141185034	3.417312302	3.230801921
263.m00007_at	5.40133025	5.909022478	5.074055664	5.186717243	5.09761688	5.010173528	6.03875046	6.423586077	5.259458211	5.31304833	5.807678738	5.715851259	5.464742776	4.980946471
263.m00007_x_at	4.154066956	4.450253056	4.175066794	4.161424424	3.371311501	3.575926086	4.372891929	5.216270174	4.498030335	4.548258507	4.561153172	4.923566528	4.468422905	4.258590076
268.m00004_at	2.614886675	3.182314217	2.763893156	2.624517254	2.995357688	3.157170241	3.160652782	2.919210791	2.890341866	2.889793484	2.893301271	2.606916849	2.956197065	2.675422252
27.m00001_at	3.916026128	3.863355798	5.204085404	5.224820062	4.831326824	4.691491255	4.309595154	4.379272109	4.356184321	4.413063235	4.665627609	4.687209828	4.510153028	4.829410905
27.m00002_at	4.898341648	4.940476357	4.862116886	4.389031569	4.915977188	4.866638903	3.733436318	3.383022744	3.156486894	3.554859081	3.193876369	3.414119291	3.275239798	3.464668824
27.m00003_at	5.083469847	5.973717879	4.98132649	5.627508071	5.411063842	5.506991994	7.51731163	7.819789984	8.065835519	8.16410069	8.702481563	8.72577229	8.579915418	8.511205893
27.m00071_at	4.51053641	4.92680787	5.364913207	5.533407085	5.254110112	5.121031905	5.084238718	5.637679033	5.135115608	5.105350211	5.25423008	5.289778869	5.367599087	5.43026847
27.m00073_at	8.741141589	9.239160786	6.481669741	5.067039471	6.183256949	5.861577242	5.026641042	4.611224176	4.346124201	4.670010512	4.212596415	4.056504163	3.776622533	3.372502112
27.m00073_s_at	9.227404438	9.453654999	6.880257833	5.641354151	6.537736449	6.216624504	4.308393483	3.496603157	3.365120537	3.362577092	3.473805556	3.866912467	3.586613121	2.805866169
27.m00080_at	6.169390118	6.520513548	5.801965854	6.234532376	6.046095313	6.105428967	4.8372728	4.830165801	5.838053509	5.862135874	5.689111285	5.545325133	5.596430189	5.797332773
27.m00081_at	5.005526941	5.256571704	3.396156904	3.349859196	2.977021609	3.449095695	7.294914189	7.459096181	7.142436714	7.151431954	7.36376455	7.168481649	7.438581984	7.433601362
27.m00082_at	4.022045007	3.576268086	3.892370399	3.374656229	3.754670107	3.507751811	3.743736482	3.521607686	3.824752416	3.485162125	3.513805219	3.634758158	3.756898499	3.584039965
27.m00090_at	7.38434937	7.702731494	5.67152746	4.189321546	5.595505912	5.517248503	3.836783119	4.620279817	4.523990333	4.984207797	3.650776572	4.213856552	4.036401426	3.61371298
27.m00091_at	3.670203099	3.703301942	6.599580296	5.689470125	5.735978175	5.61485274	5.643447499	5.804749847	7.05215591	6.961241357	5.360796127	5.430345768	5.935171016	5.925716241
27.m00092_at	9.312447209	9.216843118	6.722658309	5.859844881	6.125337886	6.149940718	4.31126397	3.864087863	3.293151206	3.143953241	3.518561676	3.365108001	3.381379177	2.707898872
27.m00099_at	4.347335272	4.234330828	4.914568778	5.226429466	5.067616152	4.847444944	5.063806258	5.046029688	5.582370798	5.407262198	5.180640708	5.050062928	5.79757531	5.67788194
27.m00104_at	3.856570268	3.289088401	4.771785466	4.408141394	4.682543622	3.865284267	3.252798509	3.30421045	3.538071316	3.052679753	3.731521	3.723475148	2.993638988	3.119650054
27.m00114_at	5.683518042	5.550958242	4.606493138	5.880358878	4.916586604	5.04217342	4.890805033	4.578607925	5.194910189	5.282864425	5.262084891	4.976029265	4.854621475	5.1603788
27.m00118_at	4.978084508	5.803841188	6.316727632	6.728430649	5.860567122	5.883264001	5.302467515	5.211784079	4.951001895	4.860928633	4.9955926	5.012419435	5.190299514	5.173664003
27.m00119_at	6.343962146	7.02169033	7.848915389	8.018536383	8.037850417	7.88969594	7.143631771	7.111516868	7.911255216	7.799837609	7.903764786	7.961946496	8.212058329	8.284330287
27.m00818_at	3.520241393	3.383309344	3.699601964	3.485651171	3.835369006	3.758234441	3.660755141	3.558276	3.516656093	3.566173657	3.370186805	3.769047045	3.617579432	3.680477402
27.m00819_at	3.652059136	4.080763896	3.690578696	3.657661306	3.981797557	3.862995143	3.484402579	3.600057301	3.672913996	3.776240142	3.691090051	3.495963441	3.439838795	3.642353702
27.m00821_at	4.003016158	4.680127758	4.047552027	4.06365769	4.889086826	4.499597227	4.340725078	4.280392816	4.09272991	3.989159811	4.056690308	4.214630958	4.266614443	4.536506284
27.m00822_at	4.548700679	4.194335036	4.267113256	4.660932307	4.022864312	3.669606825	4.163944289	4.648043572	3.847762188	3.921668347	4.110101148	3.865080035	3.961204384	3.590460715
27.m00826_at	5.343858691	5.236387147	4.979692007	5.471299088	5.150490793	5.282343297	4.767422147	5.032657881	5.287720786	5.096698568	5.339290836	5.240281263	5.322422229	5.373256294
27.m00827_at	7.870680324	7.487667764	5.211175672	4.249319621	6.304647472	6.40998564	7.13884589	7.056879524	5.83011741	5.694653742	6.081427945	6.146446957	6.511542894	6.512992914
27.m00828_at	4.010406924	3.887856175	4.218768752	4.545588898	3.688873903	3.55276591	4.142121655	4.388027305	4.299092796	4.676909723	3.921816362	4.079292769	4.249649596	4.360154556
27.m00829_s_at	3.462920761	3.282450481	3.24464622	3.485546867	3.387149605	3.480829015	3.608845462	3.67624659	4.081813563	3.747748239	3.420093599	3.639295098	3.864573949	4.056358451
27.m00832_at	3.309216398	3.410362182	3.959238162	3.48210533	4.134491099	4.103876736	3.861984018	4.214431796	4.582172189	4.458170631	4.411132746	4.441665014	4.166952209	4.589999893
27.m00833_at	3.918767461	3.460400184	6.269667609	5.245262726	5.804715042	5.481379641	3.701367386	3.759920209	3.417510018	3.495767717	3.015472101	3.194444988	3.676916843	2.695976543
27.m00834_at	3.838543723	3.408711922	3.592213016	3.388602684	3.751424078	3.489904879	5.111733674	5.175487384	4.969363115	4.992134547	4.716901541	4.487176102	4.662007181	4.876543659
27.m00835_at	3.329477467	3.311027572	3.174292954	3.813055745	3.502601268	3.299361318	3.487268941	3.188033143	3.816759733	3.418369288	3.791725237	3.932945142	3.555503968	3.238207716
27.m00836_at	4.462245438	6.185255115	4.540852526	4.310430874	5.410061561	4.882770681	4.712946511	4.674939644	4.553020181	4.771427508	4.519181859	4.4623442	4.414786302	4.5233373
27.m00839_at	3.519451035	3.640120564	3.474146252	4.123590433	3.54366738	3.471565847	3.707045242	3.545057274	3.331306071	3.169180049	3.379241224	3.354577788	3.594972998	3.589019697
27.m00840_at	3.938576975	3.447181721	3.773342227	3.889415725	4.064874162	3.948721325	4.405143414	4.510927222	4.63696125	4.421952636	4.66188757	4.742771567	4.381318948	4.732868573
27.m00843_at	3.677053479	4.005029933	4.253323306	4.959182121	5.060730498	4.420530654	3.737892136	3.803836047	3.806383981	3.836539732	3.996851841	3.464822525	3.40610802	4.097157491
27.m00845_at	5.822846992	5.952974218	4.643957961	5.047594802	4.837497883	4.925913077	5.355551716	5.286897976	4.895237202	5.376110035	5.399868159	5.32572575	5.333243683	5.170916289
